time,true_velocity,n_true,predicted_velocity,predicted_n,bounds_crossed
2.134150981903076,17.63726234436035,0.9944573640823364,17.63726234436035,1.0526753664016724,0
2.2143733501434326,17.516197204589844,0.9976863861083984,17.516197204589844,1.0600190162658691,0
2.2940850257873535,17.55577278137207,0.9974774122238159,17.55577278137207,1.065570592880249,0
2.3740968704223633,17.66779899597168,0.9974240064620972,17.66779899597168,1.0701321363449097,0
2.4541244506835938,17.607240676879883,0.9985123872756958,17.607240676879883,1.0747865438461304,0
2.5342650413513184,17.607240676879883,0.9992417097091675,17.607240676879883,1.0792102813720703,0
2.614802598953247,17.665559768676758,0.9994032382965088,17.665559768676758,1.0830800533294678,0
2.6941685676574707,17.60739517211914,0.998613178730011,17.60739517211914,1.0859862565994263,0
2.7741358280181885,17.637365341186523,0.9977600574493408,17.637365341186523,1.088181972503662,0
2.8540422916412354,17.673696517944336,0.997514545917511,17.673696517944336,1.090193510055542,0
2.9342544078826904,17.673696517944336,0.9973376393318176,17.673696517944336,1.092078447341919,0
3.0148937702178955,17.60667610168457,0.9966170191764832,17.60667610168457,1.093566656112671,0
3.0941929817199707,17.616050720214844,0.9978131055831909,17.616050720214844,1.0956755876541138,0
3.1741116046905518,17.631072998046875,0.9988965392112732,17.631072998046875,1.0981203317642212,0
3.2541139125823975,17.736391067504883,0.998675525188446,17.736391067504883,1.1001558303833008,0
3.334103584289551,17.736391067504883,0.9986313581466675,17.736391067504883,1.1019335985183716,0
3.4146792888641357,17.705785751342773,0.9990829825401306,17.705785751342773,1.1037012338638306,0
3.494084358215332,17.565319061279297,0.9995630979537964,17.565319061279297,1.1054372787475586,0
3.5740599632263184,17.654821395874023,0.9983961582183838,17.654821395874023,1.1064397096633911,0
3.6539804935455322,17.62541961669922,0.9982832074165344,17.62541961669922,1.1072945594787598,0
3.7340259552001953,17.62541961669922,0.9995929598808289,17.62541961669922,1.1085729598999023,0
3.8149383068084717,17.64706802368164,1.0002115964889526,17.64706802368164,1.1098829507827759,0
3.8941729068756104,17.60103988647461,0.9991347789764404,17.60103988647461,1.110561728477478,0
3.9742963314056396,17.592313766479492,0.9965657591819763,17.592313766479492,1.11019766330719,0
4.053999900817871,17.608800888061523,0.9968352317810059,17.608800888061523,1.1100331544876099,0
4.134216785430908,17.62616729736328,0.9975690245628357,17.62616729736328,1.1101782321929932,0
4.2147111892700195,17.62616729736328,0.9992002844810486,17.62616729736328,1.110860824584961,0
4.294159889221191,17.631874084472656,0.9969334602355957,17.631874084472656,1.1106514930725098,0
4.37424373626709,17.603172302246094,0.9978216886520386,17.603172302246094,1.110762596130371,0
4.454107284545898,17.694198608398438,0.9973304867744446,17.694198608398438,1.1106783151626587,0
4.534128665924072,17.68177032470703,0.9986507296562195,17.68177032470703,1.1110002994537354,0
4.615001678466797,17.68177032470703,0.9957041144371033,17.68177032470703,1.1103253364562988,0
4.694087982177734,17.641084671020508,0.9958660006523132,17.641084671020508,1.1097849607467651,0
4.774278163909912,17.58255386352539,1.041274905204773,17.58255386352539,1.1227664947509766,0
4.8541460037231445,17.35142707824707,1.1410940885543823,17.35142707824707,1.1624785661697388,0
4.9340925216674805,16.992992401123047,1.2692381143569946,16.992992401123047,1.2318321466445923,0
5.014591693878174,16.992992401123047,1.4188264608383179,16.992992401123047,1.3310540914535522,0
5.094165325164795,16.589916229248047,1.5792187452316284,16.589916229248047,1.457229495048523,0
5.17410135269165,16.168893814086914,1.7732551097869873,16.168893814086914,1.6140717267990112,0
5.254131317138672,15.480729103088379,2.03899884223938,15.480729103088379,1.8146090507507324,0
5.334050178527832,14.885523796081543,2.259953260421753,14.885523796081543,2.038667917251587,0
5.414798736572266,14.885523796081543,2.3983519077301025,14.885523796081543,2.25993275642395,0
5.494144439697266,13.897440910339355,2.4539196491241455,13.897440910339355,2.4568183422088623,0
5.574097156524658,13.01941204071045,2.437926769256592,13.01941204071045,2.6145496368408203,0
5.65402364730835,12.120100021362305,2.363142967224121,12.120100021362305,2.7242987155914307,0
5.734346389770508,11.041130065917969,2.2454206943511963,11.041130065917969,2.7828495502471924,0
5.814901351928711,11.041130065917969,1.9996342658996582,11.041130065917969,2.7674307823181152,1
5.894170761108398,10.476529121398926,1.6490135192871094,10.476529121398926,2.6648709774017334,1
5.974061965942383,9.66468334197998,1.2959634065628052,9.66468334197998,2.4882936477661133,2
6.054126739501953,9.109033584594727,0.988528311252594,9.109033584594727,2.259963035583496,3
6.134160041809082,8.570379257202148,0.7405170202255249,8.570379257202148,2.0018699169158936,3
6.214520454406738,8.570379257202148,0.5510424971580505,8.570379257202148,1.7324135303497314,3
6.294062614440918,7.879467487335205,0.4165288805961609,7.879467487335205,1.4663481712341309,2
6.374104022979736,7.526573657989502,0.32275494933128357,7.526573657989502,1.2130340337753296,2
6.4743428230285645,6.790275573730469,0.25980833172798157,6.790275573730469,0.9782149791717529,1
6.554106712341309,6.519397258758545,0.21954326331615448,6.519397258758545,0.7649639844894409,1
6.6346588134765625,6.519397258758545,0.2031048983335495,6.519397258758545,0.5760378241539001,0
6.6942524909973145,6.593446731567383,0.2045760452747345,6.593446731567383,0.41247278451919556,0
6.79486083984375,5.965448379516602,0.2143968790769577,5.965448379516602,0.2731170356273651,0
6.874744892120361,5.90536642074585,0.24031241238117218,5.90536642074585,0.15844115614891052,0
6.9343366622924805,6.034358024597168,0.27840757369995117,6.034358024597168,0.0679873526096344,0
7.034703254699707,6.034358024597168,0.3151630759239197,6.034358024597168,-0.0013607320142909884,0
