time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.airspeed,.groundspeed,.heading,.throttle,.altitude,.climb
2023/04/21/09:37:25.642480,1910,1682087843,135888943,,6.54236364364624,5.198850631713867,300,0.33000001311302185,373.1607971191406,-0.5901640057563782
2023/04/21/09:37:25.642576,1911,1682087843,234995500,,6.608111381530762,5.261964321136475,301,0.33000001311302185,373.0709228515625,-0.7609754800796509
2023/04/21/09:37:25.642726,1912,1682087843,337280722,,6.689703941345215,5.3181915283203125,302,0.33000001311302185,372.9739074707031,-0.9110416769981384
2023/04/21/09:37:25.642750,1913,1682087843,434753503,,6.7588934898376465,5.377647399902344,303,0.33000001311302185,372.8618469238281,-1.082938551902771
2023/04/21/09:37:25.642770,1914,1682087843,537583347,,6.8494648933410645,5.429488182067871,303,0.33000001311302185,372.7340393066406,-1.2037935256958008
2023/04/21/09:37:25.642876,1915,1682087843,636494790,,6.9269304275512695,5.50398063659668,303,0.33000001311302185,372.59844970703125,-1.309897541999817
2023/04/21/09:37:25.642908,1916,1682087843,735945057,,7.017697334289551,5.579460620880127,302,0.33000001311302185,372.47271728515625,-1.3390898704528809
2023/04/21/09:37:25.642968,1917,1682087843,836502911,,7.104990005493164,5.666213035583496,302,0.33000001311302185,372.33233642578125,-1.3446317911148071
2023/04/21/09:37:25.642988,1918,1682087843,937513925,,7.210578441619873,5.773793697357178,301,0.33000001311302185,372.19219970703125,-1.3429100513458252
2023/04/21/09:37:25.643253,1919,1682087844,40618093,,7.303215980529785,5.858973503112793,300,0.33000001311302185,372.0519104003906,-1.344160556793213
2023/04/21/09:37:25.643384,1920,1682087844,80024435,,7.40941047668457,5.956184387207031,299,0.33000001311302185,371.9072265625,-1.4051425457000732
2023/04/21/09:37:25.643536,1921,1682087844,237351668,,7.548496246337891,6.0495758056640625,297,0.33000001311302185,371.7579040527344,-1.460202932357788
2023/04/21/09:37:25.643562,1922,1682087844,333912347,,7.662007808685303,6.14413595199585,296,0.33000001311302185,371.59759521484375,-1.5268172025680542
2023/04/21/09:37:25.643584,1923,1682087844,435331831,,7.796123504638672,6.258318901062012,295,0.33000001311302185,371.43646240234375,-1.5724997520446777
2023/04/21/09:37:25.643624,1924,1682087844,535370192,,7.9349799156188965,6.372254371643066,294,0.33000001311302185,371.24969482421875,-1.6861698627471924
2023/04/21/09:37:25.643659,1925,1682087844,736554854,,8.084793090820312,6.5151591300964355,294,0.33000001311302185,371.09490966796875,-1.6383110284805298
2023/04/21/09:37:25.643680,1926,1682087844,837997014,,8.215616226196289,6.635344982147217,293,0.33000001311302185,370.9231262207031,-1.6618893146514893
2023/04/21/09:37:25.735131,1927,1682087845,39056235,,8.340417861938477,6.767224311828613,293,0.33000001311302185,370.7254333496094,-1.7424075603485107
2023/04/21/09:37:25.735180,1928,1682087845,135751237,,8.686066627502441,7.1115522384643555,292,0.33000001311302185,370.1875,-1.5635696649551392
2023/04/21/09:37:25.735392,1929,1682087845,237321842,,8.771130561828613,7.188565731048584,292,0.33000001311302185,370.0438232421875,-1.462405800819397
2023/04/21/09:37:25.736696,1930,1682087845,335696814,,8.853541374206543,7.275015354156494,292,0.33000001311302185,369.89007568359375,-1.3807958364486694
2023/04/21/09:37:25.736727,1931,1682087845,437250726,,8.96280574798584,7.381976127624512,292,0.33000001311302185,369.73919677734375,-1.4418493509292603
2023/04/21/09:37:25.736756,1932,1682087845,538152878,,9.089985847473145,7.489985942840576,293,0.33000001311302185,369.5733337402344,-1.609440565109253
2023/04/21/09:37:25.736789,1933,1682087845,635561777,,9.213167190551758,7.611761093139648,294,0.33000001311302185,369.3873596191406,-1.7837556600570679
2023/04/21/09:37:42.842571,1934,1682087845,737544937,,9.322480201721191,7.70440673828125,294,0.33000001311302185,369.19781494140625,-1.807983636856079
2023/04/21/09:37:42.842593,1935,1682087845,845387037,,9.379471778869629,7.795966625213623,295,0.33000001311302185,368.9949645996094,-1.5564625263214111
2023/04/21/09:37:42.842615,1936,1682087845,942700843,,9.346565246582031,7.766037464141846,295,0.33000001311302185,368.8614501953125,-1.3005517721176147
2023/04/21/09:37:42.842679,1937,1682087846,43298003,,9.422609329223633,7.836860656738281,294,0.33000001311302185,368.70147705078125,-1.3946356773376465
2023/04/21/09:37:42.842715,1938,1682087846,141090413,,9.567497253417969,7.984527587890625,291,0.33000001311302185,368.5607604980469,-1.2903900146484375
2023/04/21/09:37:42.842750,1939,1682087846,334752866,,9.65671443939209,8.063106536865234,289,0.33000001311302185,368.446533203125,-1.0881733894348145
2023/04/21/09:37:42.844032,1940,1682087846,344491035,,9.684048652648926,8.096639633178711,288,0.33000001311302185,368.349609375,-0.7435895800590515
2023/04/21/09:37:42.844251,1941,1682087846,439537152,,9.682860374450684,8.093416213989258,288,0.33000001311302185,368.28887939453125,-0.33826762437820435
2023/04/21/09:37:42.844274,1942,1682087846,536524923,,9.655920028686523,8.056999206542969,289,0.33000001311302185,368.2685852050781,-0.03325444832444191
2023/04/21/09:37:42.844624,1943,1682087846,637629892,,9.628456115722656,8.017571449279785,290,0.33000001311302185,368.2818298339844,0.2596198320388794
2023/04/21/09:37:42.844660,1944,1682087846,745299786,,9.589141845703125,7.9510087966918945,292,0.33000001311302185,368.33465576171875,0.6720088124275208
2023/04/21/09:37:42.844681,1945,1682087846,842951066,,9.547492027282715,7.869632244110107,293,0.33000001311302185,368.4169921875,0.9799635410308838
2023/04/21/09:37:42.844719,1946,1682087846,939837462,,9.471131324768066,7.796031951904297,294,0.33000001311302185,368.5076904296875,1.1371971368789673
2023/04/21/09:37:42.844738,1947,1682087847,47787015,,9.373769760131836,7.669384956359863,294,0.33000001311302185,368.6303405761719,1.1849799156188965
2023/04/21/09:37:42.844757,1948,1682087847,147445588,,9.252073287963867,7.563085556030273,294,0.33000001311302185,368.73553466796875,1.3114418983459473
2023/04/21/09:37:42.844889,1949,1682087847,247428255,,9.15694808959961,7.417550086975098,294,0.33000001311302185,368.8834533691406,1.580552339553833
2023/04/21/09:37:42.844912,1950,1682087847,438296750,,9.05787181854248,7.270598411560059,293,0.33000001311302185,369.05035400390625,1.71498441696167
2023/04/21/09:37:42.845937,1951,1682087847,539905466,,8.915138244628906,7.135079860687256,293,0.33000001311302185,369.21893310546875,1.606981635093689
2023/04/21/09:37:42.846140,1952,1682087847,638335039,,8.702888488769531,6.866768836975098,289,0.33000001311302185,369.56011962890625,1.6290160417556763
2023/04/21/09:37:42.846163,1953,1682087847,743683328,,8.582633018493652,6.739906311035156,288,0.33000001311302185,369.72698974609375,1.5418453216552734
2023/04/21/09:37:42.846180,1954,1682087847,940501145,,8.484582901000977,6.62808084487915,286,0.33000001311302185,369.90118408203125,1.4240890741348267
2023/04/21/09:37:42.846396,1955,1682087847,947338141,,8.400260925292969,6.5628204345703125,286,0.33000001311302185,370.0361328125,1.3066105842590332
2023/04/21/09:37:42.846419,1956,1682087848,137480544,,8.299735069274902,6.465441703796387,284,0.33000001311302185,370.3048400878906,1.1416994333267212
2023/04/21/09:37:42.846439,1957,1682087848,234992420,,8.26434326171875,6.42554235458374,284,0.33000001311302185,370.42730712890625,1.0981769561767578
2023/04/21/09:37:42.846459,1958,1682087848,436247234,,8.220208168029785,6.390613555908203,284,0.33000001311302185,370.5333557128906,0.846871018409729
2023/04/21/09:37:42.846478,1959,1682087848,442230343,,8.185588836669922,6.36338472366333,284,0.33000001311302185,370.6166687011719,0.6697953939437866
2023/04/21/09:37:42.846496,1960,1682087848,536780288,,8.191703796386719,6.362125873565674,285,0.33000001311302185,370.699462890625,0.7476853728294373
2023/04/21/09:37:42.846515,1961,1682087848,635749574,,8.240741729736328,6.387953281402588,286,0.33000001311302185,370.7930603027344,0.8861073851585388
2023/04/21/09:37:42.934386,1962,1682087848,734712487,,8.305438995361328,6.439207553863525,286,0.33000001311302185,370.89361572265625,0.9641439318656921
2023/04/21/09:37:42.935059,1963,1682087848,839441994,,8.392847061157227,6.523543834686279,285,0.33000001311302185,371.016357421875,1.0978225469589233
2023/04/21/09:37:42.935258,1964,1682087848,937170681,,8.46037769317627,6.593820571899414,285,0.33000001311302185,371.12567138671875,1.1418136358261108
2023/04/21/09:37:42.935725,1965,1682087849,36772479,,8.501582145690918,6.646692276000977,284,0.33000001311302185,371.2478942871094,1.1040090322494507
2023/04/21/09:37:42.935751,1966,1682087849,137228398,,8.500263214111328,6.663508892059326,284,0.33000001311302185,371.35650634765625,0.9843330383300781
2023/04/21/09:37:42.936052,1967,1682087849,242588811,,8.502374649047852,6.677477836608887,284,0.33000001311302185,371.4584655761719,0.918817937374115
2023/04/21/09:37:42.936083,1968,1682087849,340743915,,8.497220993041992,6.683241367340088,285,0.33000001311302185,371.55889892578125,0.8245870471000671
2023/04/21/09:37:42.936679,1969,1682087849,437208881,,8.504727363586426,6.692847728729248,286,0.33000001311302185,371.6369934082031,0.7998128533363342
2023/04/21/09:37:42.938533,1970,1682087849,537482539,,8.49208927154541,6.685116767883301,287,0.33000001311302185,371.7186279296875,0.6906769275665283
2023/04/21/09:37:42.938574,1971,1682087849,639940484,,8.47491455078125,6.669617652893066,288,0.33000001311302185,371.7979736328125,0.601989209651947
2023/04/21/09:37:42.938602,1972,1682087849,838748365,,8.43889045715332,6.63774299621582,288,0.33000001311302185,371.8626708984375,0.4819503724575043
2023/04/21/09:37:42.938680,1973,1682087849,947743399,,8.396254539489746,6.605474472045898,288,0.33000001311302185,371.9140319824219,0.45597943663597107
2023/04/21/09:37:42.938732,1974,1682087850,136584637,,8.410117149353027,6.6556196212768555,292,0.33000001311302185,372.107421875,0.492267906665802
2023/04/21/09:37:42.938783,1975,1682087850,236892180,,8.406704902648926,6.680327415466309,292,0.33000001311302185,372.15643310546875,0.3049176335334778
2023/04/21/09:37:42.938809,1976,1682087850,338041904,,8.420234680175781,6.710005283355713,293,0.33000001311302185,372.1908264160156,0.14988794922828674
2023/04/21/09:37:42.938830,1977,1682087850,442891970,,8.43217945098877,6.735883712768555,294,0.33000001311302185,372.2107238769531,0.12571093440055847
2023/04/21/09:37:42.939738,1978,1682087850,542948206,,8.452238082885742,6.763699054718018,295,0.33000001311302185,372.2258605957031,0.09941727668046951
2023/04/21/09:37:42.939854,1979,1682087850,639848954,,8.480071067810059,6.815063953399658,296,0.33000001311302185,372.2322998046875,0.028147835284471512
2023/04/21/09:37:42.939892,1980,1682087850,743094265,,8.526226997375488,6.868597507476807,296,0.33000001311302185,372.23187255859375,-0.006002367008477449
2023/04/21/09:37:42.940007,1981,1682087850,840934456,,8.573823928833008,6.931468486785889,296,0.33000001311302185,372.2286682128906,-0.03997716307640076
2023/04/21/09:37:42.940389,1982,1682087850,940994008,,8.623401641845703,6.9994916915893555,296,0.33000001311302185,372.22265625,-0.09000509977340698
2023/04/21/09:37:42.940413,1983,1682087851,37630353,,8.664580345153809,7.029710292816162,295,0.33000001311302185,372.2169189453125,-0.08062642812728882
2023/04/21/09:37:42.940487,1984,1682087851,136776796,,8.6773042678833,7.047467231750488,294,0.33000001311302185,372.21575927734375,-0.08738619834184647
2023/04/21/09:37:42.941358,1985,1682087851,237083925,,8.6998872756958,7.077304840087891,292,0.33000001311302185,372.21673583984375,-0.05878019705414772
2023/04/21/09:37:42.941382,1986,1682087851,337303295,,8.739242553710938,7.117157459259033,292,0.33000001311302185,372.220947265625,0.009715508669614792
2023/04/21/09:37:42.941548,1987,1682087851,437567776,,8.791032791137695,7.189201354980469,292,0.33000001311302185,372.2413635253906,0.259090781211853
2023/04/21/09:37:42.941572,1988,1682087851,535445341,,8.83850383758545,7.243658065795898,292,0.33000001311302185,372.2822570800781,0.3098185062408447
2023/04/21/09:37:42.941591,1989,1682087851,635394636,,8.91110897064209,7.328368186950684,292,0.33000001311302185,372.31365966796875,0.2900027930736542
2023/04/21/09:37:42.941772,1990,1682087851,736093668,,9.038212776184082,7.461330413818359,292,0.33000001311302185,372.3611145019531,0.400518000125885
2023/04/21/09:37:42.941809,1991,1682087851,837638050,,9.156298637390137,7.552529811859131,291,0.33000001311302185,372.40789794921875,0.48088738322257996
2023/04/21/09:37:42.941829,1992,1682087851,934472071,,9.24660587310791,7.646783351898193,290,0.33000001311302185,372.4735412597656,0.6201169490814209
2023/04/21/09:37:42.941876,1993,1682087852,35612689,,9.324387550354004,7.7022833824157715,289,0.33000001311302185,372.53814697265625,0.7653570175170898
2023/04/21/09:37:42.941910,1994,1682087852,135548797,,9.362804412841797,7.733274459838867,289,0.33000001311302185,372.6224365234375,0.9150610566139221
2023/04/21/09:37:42.942986,1995,1682087852,236103904,,9.396060943603516,7.752032279968262,288,0.33000001311302185,372.72271728515625,1.0975208282470703
2023/04/21/09:37:42.943181,1996,1682087852,336629740,,9.420348167419434,7.756585121154785,288,0.33000001311302185,372.8392639160156,1.273356556892395
2023/04/21/09:37:42.943206,1997,1682087852,435191201,,9.411102294921875,7.740184307098389,287,0.33000001311302185,372.9687805175781,1.2831392288208008
2023/04/21/09:37:42.943227,1998,1682087852,534533691,,9.374320983886719,7.696582317352295,287,0.33000001311302185,373.09637451171875,1.252261757850647
2023/04/21/09:37:42.943436,1999,1682087852,635336179,,9.327534675598145,7.638211250305176,287,0.33000001311302185,373.2212219238281,1.2001341581344604
2023/04/21/09:37:42.943471,2000,1682087852,735105200,,9.2936429977417,7.568572044372559,287,0.33000001311302185,373.35552978515625,1.236411452293396
2023/04/21/09:37:42.943512,2001,1682087852,835479731,,9.234797477722168,7.499056339263916,287,0.33000001311302185,373.4732360839844,1.3059781789779663
2023/04/21/09:37:42.943532,2002,1682087852,935477236,,9.188949584960938,7.44091272354126,286,0.33000001311302185,373.62200927734375,1.3237820863723755
2023/04/21/09:37:43.034180,2003,1682087853,35432807,,9.136881828308105,7.387286186218262,286,0.33000001311302185,373.7446594238281,1.340863823890686
2023/04/21/09:37:43.034230,2004,1682087853,134885600,,9.103069305419922,7.342942237854004,285,0.33000001311302185,373.88189697265625,1.358423113822937
2023/04/21/09:37:43.034254,2005,1682087853,235667060,,9.061534881591797,7.288415431976318,285,0.33000001311302185,374.0351867675781,1.3368107080459595
2023/04/21/09:37:43.035472,2006,1682087853,334354272,,9.017478942871094,7.248037338256836,285,0.33000001311302185,374.1579895019531,1.2691700458526611
2023/04/21/09:37:43.035514,2007,1682087853,435519911,,8.942517280578613,7.186959266662598,286,0.33000001311302185,374.2840576171875,1.1012859344482422
2023/04/21/09:37:43.035538,2008,1682087853,546557427,,8.870850563049316,7.131582260131836,286,0.33000001311302185,374.3940124511719,0.9066280126571655
2023/04/21/09:37:43.035561,2009,1682087853,635511358,,8.810647964477539,7.064828872680664,286,0.33000001311302185,374.48443603515625,0.7459697127342224
2023/04/21/09:37:43.035582,2010,1682087853,738099168,,8.752870559692383,7.002773761749268,286,0.33000001311302185,374.5627746582031,0.7242692708969116
2023/04/21/09:37:43.035750,2011,1682087853,835802264,,8.734585762023926,6.968254089355469,285,0.33000001311302185,374.6445007324219,0.7097519040107727
2023/04/21/09:37:43.035866,2012,1682087853,935126243,,8.723406791687012,6.961643218994141,284,0.33000001311302185,374.7115783691406,0.5453287363052368
2023/04/21/09:37:43.035904,2013,1682087854,35085082,,8.732605934143066,6.958303451538086,283,0.33000001311302185,374.7661437988281,0.3940742611885071
2023/04/21/09:37:43.035935,2014,1682087854,137286281,,8.74276065826416,6.954883098602295,282,0.33000001311302185,374.81854248046875,0.34691545367240906
2023/04/21/09:37:43.036711,2015,1682087854,236648878,,8.752010345458984,6.9528489112854,281,0.33000001311302185,374.85498046875,0.32046282291412354
2023/04/21/09:37:43.036738,2016,1682087854,334704998,,8.778863906860352,6.965808868408203,281,0.33000001311302185,374.89923095703125,0.43313029408454895
2023/04/21/09:37:43.036766,2017,1682087854,437007518,,8.844913482666016,7.015151500701904,281,0.33000001311302185,374.96466064453125,0.5872568488121033
2023/04/21/09:37:43.036788,2018,1682087854,536205674,,8.893375396728516,7.045322418212891,281,0.33000001311302185,375.0361328125,0.6709206700325012
2023/04/21/09:37:43.036914,2019,1682087854,636377982,,8.927556037902832,7.07650089263916,281,0.33000001311302185,375.1053161621094,0.7369047999382019
2023/04/21/09:37:43.037076,2020,1682087854,738462150,,8.988765716552734,7.122100353240967,282,0.33000001311302185,375.193603515625,0.9573138356208801
2023/04/21/09:37:43.037832,2021,1682087854,836133109,,9.01485538482666,7.147430419921875,283,0.33000001311302185,375.30609130859375,1.058782696723938
2023/04/21/09:37:43.037862,2022,1682087854,936074931,,9.026714324951172,7.151020050048828,284,0.33000001311302185,375.4031982421875,1.1175191402435303
2023/04/21/09:37:43.037886,2023,1682087855,36347579,,9.006807327270508,7.125150203704834,285,0.33000001311302185,375.5272521972656,1.16280996799469
2023/04/21/09:37:43.037907,2024,1682087855,81090420,,8.978584289550781,7.090378761291504,285,0.33000001311302185,375.6480712890625,1.2222236394882202
2023/04/21/09:37:43.038073,2025,1682087855,235926342,,8.926931381225586,7.050656795501709,285,0.33000001311302185,375.75982666015625,1.1982958316802979
2023/04/21/09:37:43.038100,2026,1682087855,335265153,,8.852293968200684,6.9883012771606445,286,0.33000001311302185,375.87860107421875,1.0916836261749268
2023/04/21/09:37:43.038267,2027,1682087855,439051993,,8.7800874710083,6.926956653594971,286,0.33000001311302185,375.9914245605469,1.0348972082138062
2023/04/21/09:37:43.038437,2028,1682087855,537602916,,8.684632301330566,6.865472316741943,285,0.33000001311302185,376.07977294921875,0.6372475624084473
2023/04/21/09:37:43.038466,2029,1682087855,637648896,,8.57003402709961,6.771694183349609,285,0.33000001311302185,376.1326599121094,0.3596746623516083
2023/04/21/09:37:43.038527,2030,1682087855,735384159,,8.451346397399902,6.6384711265563965,285,0.33000001311302185,376.18011474609375,0.3349843919277191
2023/04/21/09:37:43.038623,2031,1682087855,843156851,,8.347081184387207,6.546051502227783,285,0.33000001311302185,376.21405029296875,0.18117095530033112
2023/04/21/09:37:43.038646,2032,1682087855,937992388,,8.267607688903809,6.486033916473389,285,0.33000001311302185,376.2211608886719,-0.07226799428462982
2023/04/21/09:37:43.038914,2033,1682087856,43252863,,8.196218490600586,6.412995338439941,284,0.33000001311302185,376.205322265625,-0.2487325519323349
2023/04/21/09:37:43.039116,2034,1682087856,140267574,,8.134414672851562,6.344332695007324,284,0.33000001311302185,376.17144775390625,-0.3476758599281311
2023/04/21/09:37:43.039141,2035,1682087856,238511380,,8.083671569824219,6.295246601104736,283,0.33000001311302185,376.13507080078125,-0.46043330430984497
2023/04/21/09:37:43.039202,2036,1682087856,337638450,,8.044514656066895,6.24698543548584,283,0.33000001311302185,376.0760803222656,-0.6009333729743958
2023/04/21/09:37:43.039229,2037,1682087856,441676698,,8.016919136047363,6.214330673217773,283,0.33000001311302185,376.0087585449219,-0.6884996294975281
2023/04/21/09:37:43.039510,2038,1682087856,543311018,,8.006113052368164,6.186648845672607,282,0.33000001311302185,375.9351806640625,-0.765139102935791
2023/04/21/09:37:43.039545,2039,1682087856,737101392,,7.974539756774902,6.143913745880127,282,0.33000001311302185,375.84942626953125,-0.8719419240951538
2023/04/21/09:37:43.039584,2040,1682087856,840753828,,7.964758396148682,6.117293357849121,282,0.33000001311302185,375.7442932128906,-1.0547536611557007
2023/04/21/09:37:43.039614,2041,1682087856,948610493,,7.955838203430176,6.097018241882324,282,0.33000001311302185,375.6506652832031,-1.156105875968933
2023/04/21/09:37:43.039638,2042,1682087857,39468704,,7.972443103790283,6.062951564788818,283,0.33000001311302185,375.3952331542969,-1.3924685716629028
2023/04/21/09:37:43.039661,2043,1682087857,135447515,,7.984057426452637,6.0611701011657715,283,0.33000001311302185,375.27178955078125,-1.4675767421722412
2023/04/21/09:37:43.039833,2044,1682087857,243595626,,7.994898319244385,6.068601608276367,284,0.33000001311302185,375.11572265625,-1.4789276123046875
2023/04/21/09:37:43.039884,2045,1682087857,434537574,,8.014440536499023,6.078567028045654,285,0.33000001311302185,374.98785400390625,-1.479956030845642
2023/04/21/09:37:43.040010,2046,1682087857,546119500,,8.030564308166504,6.104638576507568,284,0.33000001311302185,374.8345642089844,-1.3628690242767334
2023/04/21/09:37:43.040178,2047,1682087857,736646012,,8.050041198730469,6.133491039276123,284,0.33000001311302185,374.72027587890625,-1.24375581741333
2023/04/21/09:37:43.040308,2048,1682087857,843258950,,8.129737854003906,6.24230432510376,277,0.33000001311302185,374.421875,-0.5933880805969238
2023/04/21/09:37:43.040356,2049,1682087858,35347307,,8.177406311035156,6.2736287117004395,274,0.33000001311302185,374.3670959472656,-0.2917555570602417
2023/04/21/09:37:43.040385,2050,1682087858,48154400,,8.244216918945312,6.320048809051514,272,0.33000001311302185,374.35009765625,0.08715404570102692
2023/04/21/09:37:43.041573,2051,1682087858,141938289,,8.295186996459961,6.336367130279541,271,0.33000001311302185,374.3663024902344,0.20629027485847473
2023/04/21/09:37:43.042315,2052,1682087858,239083486,,8.296194076538086,6.309444904327393,270,0.33000001311302185,374.38336181640625,0.1546766608953476
2023/04/21/09:37:43.042531,2053,1682087858,339944015,,8.276129722595215,6.265122890472412,270,0.33000001311302185,374.4002990722656,0.08848506212234497
2023/04/21/09:37:43.042888,2054,1682087858,441902977,,8.243593215942383,6.214354991912842,270,0.33000001311302185,374.41009521484375,0.009855768643319607
2023/04/21/09:37:43.043036,2055,1682087858,637454838,,8.20586109161377,6.157312870025635,270,0.33000001311302185,374.4132080078125,0.012560409493744373
2023/04/21/09:37:43.043065,2056,1682087858,835410654,,8.168903350830078,6.091759204864502,271,0.33000001311302185,374.41815185546875,0.07018648087978363
2023/04/21/09:37:43.043089,2057,1682087858,942743305,,8.108297348022461,6.0052337646484375,272,0.33000001311302185,374.4454345703125,0.14476026594638824
2023/04/21/09:37:43.043166,2058,1682087859,136658292,,8.092255592346191,5.986311435699463,273,0.33000001311302185,374.46295166015625,0.19894517958164215
2023/04/21/09:37:43.044072,2059,1682087859,240591550,,8.080399513244629,5.974050521850586,274,0.33000001311302185,374.4864807128906,0.2866992652416229
2023/04/21/09:37:43.044118,2060,1682087859,339947489,,8.06831169128418,5.961709499359131,274,0.33000001311302185,374.5160217285156,0.3446669280529022
2023/04/21/09:37:43.044145,2061,1682087859,442489408,,8.061264991760254,5.964728355407715,276,0.33000001311302185,374.57586669921875,0.3562314510345459
2023/04/21/09:37:43.044175,2062,1682087859,638848257,,8.045953750610352,5.962702751159668,277,0.33000001311302185,374.6014404296875,0.3255043625831604
2023/04/21/09:37:43.044206,2063,1682087859,743403967,,8.030614852905273,5.954235553741455,278,0.33000001311302185,374.62139892578125,0.13076043128967285
2023/04/21/09:37:43.044238,2064,1682087859,839487018,,7.991443157196045,5.9283013343811035,279,0.33000001311302185,374.6183776855469,-0.025148117914795876
2023/04/21/09:37:43.045310,2065,1682087860,34432069,,7.923727035522461,5.8678059577941895,280,0.33000001311302185,374.6352844238281,0.3325864374637604
2023/04/21/09:37:43.045847,2066,1682087860,45372511,,7.928230285644531,5.867652893066406,279,0.33000001311302185,374.67822265625,0.5262584090232849
2023/04/21/09:37:43.045875,2067,1682087860,141925530,,7.918864727020264,5.8625617027282715,276,0.33000001311302185,374.724365234375,0.4373270571231842
2023/04/21/09:37:43.046152,2068,1682087860,247645523,,7.886349201202393,5.82938814163208,274,0.33000001311302185,374.7540283203125,0.24846318364143372
2023/04/21/09:37:43.046189,2069,1682087860,342771353,,7.861530780792236,5.793533802032471,272,0.33000001311302185,374.7723388671875,0.16656459867954254
2023/04/21/09:37:43.046408,2070,1682087860,534362109,,7.839065074920654,5.761216163635254,271,0.33000001311302185,374.7882080078125,0.16006115078926086
2023/04/21/09:37:43.046439,2071,1682087860,543665845,,7.835474014282227,5.744575500488281,270,0.33000001311302185,374.8016052246094,0.16251197457313538
2023/04/21/09:37:43.046463,2072,1682087860,639294892,,7.836549282073975,5.735730171203613,271,0.33000001311302185,374.81146240234375,0.0999220609664917
2023/04/21/09:37:43.046653,2073,1682087860,737331792,,7.8258442878723145,5.718385219573975,271,0.33000001311302185,374.8161926269531,0.005533142946660519
2023/04/21/09:37:43.046858,2074,1682087860,846199272,,7.810957431793213,5.697468280792236,272,0.33000001311302185,374.8147888183594,-0.03515651822090149
2023/04/21/09:37:43.046883,2075,1682087860,935341336,,7.7995381355285645,5.682790279388428,272,0.33000001311302185,374.8144836425781,-0.015294081531465054
2023/04/21/09:37:43.046913,2076,1682087861,37176856,,7.801172733306885,5.680027008056641,273,0.33000001311302185,374.8150939941406,-0.013826832175254822
2023/04/21/09:37:43.046998,2077,1682087861,136185534,,7.796379566192627,5.676990032196045,274,0.33000001311302185,374.8086853027344,-0.05397088825702667
2023/04/21/09:37:43.134418,2078,1682087861,237431644,,7.799198150634766,5.672166347503662,275,0.33000001311302185,374.797119140625,-0.1214943379163742
2023/04/21/09:37:43.135168,2079,1682087861,338359894,,7.783502101898193,5.66456937789917,276,0.33000001311302185,374.7825622558594,-0.17101503908634186
2023/04/21/09:37:43.135199,2080,1682087861,437018235,,7.780625343322754,5.659246921539307,276,0.33000001311302185,374.7658386230469,-0.19894245266914368
2023/04/21/09:37:43.135215,2081,1682087861,538486923,,7.759456634521484,5.643569469451904,276,0.33000001311302185,374.739990234375,-0.27988722920417786
2023/04/21/09:37:43.135228,2082,1682087861,639788297,,7.735142230987549,5.628690242767334,276,0.33000001311302185,374.7142028808594,-0.3100126385688782
2023/04/21/09:37:43.135238,2083,1682087861,737914593,,7.725302219390869,5.616448402404785,276,0.33000001311302185,374.6837158203125,-0.33417201042175293
2023/04/21/09:37:43.135304,2084,1682087861,843213161,,7.698291301727295,5.599844932556152,276,0.33000001311302185,374.65277099609375,-0.33535727858543396
2023/04/21/09:37:43.135432,2085,1682087861,942353878,,7.67726469039917,5.587639331817627,276,0.33000001311302185,374.62017822265625,-0.37793976068496704
2023/04/21/09:37:43.135531,2086,1682087862,36450055,,7.664910793304443,5.578351974487305,276,0.33000001311302185,374.58258056640625,-0.41823476552963257
2023/04/21/09:37:43.135618,2087,1682087862,136486867,,7.661942005157471,5.578902244567871,275,0.33000001311302185,374.5416564941406,-0.44205620884895325
2023/04/21/09:37:43.135729,2088,1682087862,248868245,,7.672242641448975,5.598182201385498,275,0.33000001311302185,374.4969177246094,-0.46463537216186523
2023/04/21/09:37:43.135818,2089,1682087862,344667772,,7.702230453491211,5.62545108795166,275,0.33000001311302185,374.4463195800781,-0.5316428542137146
2023/04/21/09:37:43.135831,2090,1682087862,444113438,,7.728256702423096,5.655594348907471,275,0.33000001311302185,374.38751220703125,-0.6168013215065002
2023/04/21/09:37:43.135843,2091,1682087862,544259890,,7.767702579498291,5.691806793212891,274,0.33000001311302185,374.322998046875,-0.6442793607711792
2023/04/21/09:37:43.135960,2092,1682087862,640816263,,7.80209493637085,5.738532066345215,274,0.33000001311302185,374.25689697265625,-0.6093100905418396
2023/04/21/09:37:43.135973,2093,1682087862,840416218,,7.8503217697143555,5.792445659637451,272,0.33000001311302185,374.1890869140625,-0.5634623765945435
2023/04/21/09:37:43.135989,2094,1682087862,944023599,,7.884084224700928,5.8468451499938965,271,0.33000001311302185,374.12109375,-0.5205999612808228
2023/04/21/09:37:43.136076,2095,1682087863,40482599,,7.937951564788818,5.902280330657959,269,0.33000001311302185,374.0344543457031,-0.2752426266670227
2023/04/21/09:38:06.439613,2096,1682087863,139185309,,7.953670978546143,5.914680480957031,268,0.33000001311302185,374.01348876953125,-0.16249297559261322
2023/04/21/09:38:06.439687,2097,1682087863,236141461,,7.949728965759277,5.915026664733887,268,0.33000001311302185,374.00244140625,-0.163344606757164
2023/04/21/09:38:06.440563,2098,1682087863,337524507,,7.938973426818848,5.904144287109375,268,0.33000001311302185,373.994140625,-0.07045089453458786
2023/04/21/09:38:06.440590,2099,1682087863,436061311,,7.938105583190918,5.911529541015625,269,0.33000001311302185,374.0039367675781,0.0881863683462143
