time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.airspeed,.groundspeed,.heading,.throttle,.altitude,.climb
2023/04/21/09:36:22.344903,1350,1682087778,139091521,,13.373117446899414,15.821977615356445,46,0.4399999976158142,360.13970947265625,1.8364784717559814
2023/04/21/09:36:22.344937,1351,1682087778,236569022,,13.185730934143066,15.62745475769043,44,0.4399999976158142,360.365966796875,1.8390944004058838
2023/04/21/09:36:22.344966,1352,1682087778,336368365,,13.009391784667969,15.449145317077637,42,0.4399999976158142,360.5838928222656,1.8066257238388062
2023/04/21/09:36:22.344990,1353,1682087778,537794786,,12.814291954040527,15.262210845947266,38,0.4399999976158142,360.807861328125,1.5191611051559448
2023/04/21/09:36:22.345009,1354,1682087778,544318570,,12.608811378479004,15.069408416748047,34,0.4399999976158142,360.98187255859375,1.2464174032211304
2023/04/21/09:36:22.345025,1355,1682087778,640899948,,12.393741607666016,14.875521659851074,31,0.4399999976158142,361.13067626953125,1.1260898113250732
2023/04/21/09:36:22.345043,1356,1682087778,742972858,,12.203028678894043,14.651808738708496,27,0.4399999976158142,361.2880554199219,0.8440403342247009
2023/04/21/09:36:22.345063,1357,1682087778,839479185,,11.998621940612793,14.460777282714844,24,0.4399999976158142,361.3927001953125,0.6010485291481018
2023/04/21/09:36:22.345078,1358,1682087778,937320200,,11.780641555786133,14.234851837158203,21,0.4399999976158142,361.5006103515625,0.47565963864326477
2023/04/21/09:36:22.345095,1359,1682087779,39674407,,11.60582447052002,14.043583869934082,18,0.4399999976158142,361.5870666503906,0.4986342489719391
2023/04/21/09:36:22.345114,1360,1682087779,137717858,,11.421062469482422,13.824905395507812,15,0.4399999976158142,361.6793212890625,0.5022929906845093
2023/04/21/09:36:22.345140,1361,1682087779,237335343,,11.206457138061523,13.611177444458008,12,0.4399999976158142,361.766357421875,0.41802576184272766
2023/04/21/09:36:22.345157,1362,1682087779,337047540,,11.008207321166992,13.387716293334961,10,0.4399999976158142,361.8388366699219,0.29574811458587646
2023/04/21/09:36:22.345181,1363,1682087779,436513406,,10.803694725036621,13.152853965759277,7,0.4399999976158142,361.89739990234375,0.11346180737018585
2023/04/21/09:36:22.345202,1364,1682087779,537616583,,10.602048873901367,12.909969329833984,5,0.4399999976158142,361.94036865234375,-0.0011988083133473992
2023/04/21/09:36:22.345230,1365,1682087779,636621966,,10.431620597839355,12.695149421691895,4,0.4399999976158142,361.97308349609375,-0.0933849960565567
2023/04/21/09:36:22.345261,1366,1682087779,736993787,,10.308438301086426,12.52895736694336,2,0.4399999976158142,361.9906005859375,-0.20872627198696136
2023/04/21/09:36:22.345281,1367,1682087779,839317599,,10.201325416564941,12.375805854797363,359,0.4399999976158142,362.00152587890625,-0.23285169899463654
2023/04/21/09:36:22.345296,1368,1682087779,937206423,,10.101984977722168,12.229289054870605,356,0.4399999976158142,362.0080261230469,-0.16289426386356354
2023/04/21/09:36:22.345307,1369,1682087780,38938541,,9.999755859375,12.077760696411133,353,0.4399999976158142,362.0165100097656,-0.07659586519002914
2023/04/21/09:36:22.345327,1370,1682087780,137592261,,9.889335632324219,11.916461944580078,348,0.4399999976158142,362.027587890625,-0.04298835247755051
2023/04/21/09:36:22.345355,1371,1682087780,236689167,,9.74105167388916,11.712194442749023,343,0.4399999976158142,362.03900146484375,-0.0728333592414856
2023/04/21/09:36:22.345495,1372,1682087780,340546170,,9.550816535949707,11.452062606811523,339,0.4399999976158142,362.04400634765625,0.011496823281049728
2023/04/21/09:36:22.434768,1373,1682087780,437091068,,9.321332931518555,11.125086784362793,335,0.4399999976158142,362.0779113769531,0.3178711235523224
2023/04/21/09:36:22.435243,1374,1682087780,537531071,,9.127706527709961,10.845315933227539,333,0.4399999976158142,362.1316833496094,0.4337329864501953
2023/04/21/09:36:22.435348,1375,1682087780,635826309,,8.923837661743164,10.550918579101562,330,0.4399999976158142,362.1966857910156,0.5475690364837646
2023/04/21/09:36:22.435373,1376,1682087780,736040661,,8.752415657043457,10.261659622192383,327,0.4399999976158142,362.27191162109375,0.6837586164474487
2023/04/21/09:36:22.435387,1377,1682087780,836771256,,8.549538612365723,9.993521690368652,324,0.4399999976158142,362.3572998046875,0.7651911377906799
2023/04/21/09:36:22.435415,1378,1682087780,938337938,,8.425310134887695,9.790534019470215,322,0.4399999976158142,362.446533203125,0.7613910436630249
2023/04/21/09:36:22.435429,1379,1682087781,38509828,,8.303204536437988,9.606362342834473,321,0.4399999976158142,362.533935546875,0.7090858817100525
2023/04/21/09:36:22.435448,1380,1682087781,135271624,,8.166799545288086,9.435190200805664,320,0.4399999976158142,362.608154296875,0.5822942852973938
2023/04/21/09:36:22.435464,1381,1682087781,235079322,,8.063139915466309,9.28381061553955,319,0.4399999976158142,362.67254638671875,0.46772122383117676
2023/04/21/09:36:22.435485,1382,1682087781,336256332,,7.987995147705078,9.164180755615234,319,0.4399999976158142,362.7210693359375,0.30492785573005676
2023/04/21/09:36:22.435500,1383,1682087781,438782744,,7.91057825088501,9.05463981628418,319,0.4399999976158142,362.7571105957031,0.21457137167453766
2023/04/21/09:36:22.435512,1384,1682087781,535958756,,7.828080654144287,8.930208206176758,319,0.4399999976158142,362.7794189453125,0.08058953285217285
2023/04/21/09:36:22.435526,1385,1682087781,642481429,,7.770716190338135,8.821600914001465,319,0.4399999976158142,362.78076171875,-0.08238198608160019
2023/04/21/09:36:22.435539,1386,1682087781,738953220,,7.675986289978027,8.723030090332031,318,0.4399999976158142,362.769287109375,-0.11974764615297318
2023/04/21/09:36:22.435584,1387,1682087781,838300735,,7.612105846405029,8.623977661132812,317,0.4399999976158142,362.750732421875,-0.14120043814182281
2023/04/21/09:36:22.435603,1388,1682087782,35550451,,7.561716079711914,8.506272315979004,316,0.4399999976158142,362.72503662109375,-0.1900792419910431
2023/04/21/09:36:22.435639,1389,1682087782,135032422,,7.525340557098389,8.39393138885498,315,0.4399999976158142,362.6890869140625,-0.23656630516052246
2023/04/21/09:36:22.436643,1390,1682087782,139181432,,7.4952802658081055,8.28725814819336,313,0.4399999976158142,362.6513977050781,-0.25264298915863037
2023/04/21/09:36:22.535085,1391,1682087782,236596121,,7.461397171020508,8.166550636291504,310,0.4399999976158142,362.6103515625,-0.2752915620803833
2023/04/21/09:36:22.634795,1392,1682087782,438551805,,7.454719543457031,8.064168930053711,307,0.4399999976158142,362.5635681152344,-0.3996736705303192
2023/04/21/09:36:22.644790,1393,1682087782,537345146,,7.468532085418701,7.982516765594482,305,0.4399999976158142,362.50396728515625,-0.5111480355262756
2023/04/21/09:36:22.644824,1394,1682087782,547061518,,7.490143775939941,7.916153907775879,304,0.4399999976158142,362.4362487792969,-0.5714904069900513
2023/04/21/09:36:22.743103,1395,1682087782,642826702,,7.539586067199707,7.859347343444824,304,0.4399999976158142,362.3610534667969,-0.5710349678993225
2023/04/21/09:36:22.838394,1396,1682087782,741675454,,7.600289344787598,7.820767879486084,303,0.4399999976158142,362.2852783203125,-0.7497615218162537
2023/04/21/09:36:23.042971,1397,1682087782,840948519,,7.672591686248779,7.8104376792907715,304,0.44999998807907104,362.1890869140625,-0.8829361796379089
2023/04/21/09:36:23.234348,1398,1682087783,41595837,,7.7271952629089355,7.8021087646484375,305,0.44999998807907104,362.0802001953125,-1.1011499166488647
2023/04/21/09:36:23.335790,1399,1682087783,140086254,,7.772662162780762,7.843310832977295,308,0.44999998807907104,361.9632263183594,-0.9478724002838135
2023/04/21/09:36:23.335813,1400,1682087783,146494582,,7.811497688293457,7.889091491699219,309,0.44999998807907104,361.8729553222656,-0.632904589176178
2023/04/21/09:36:23.438626,1401,1682087783,334986524,,7.848766803741455,7.916934490203857,311,0.44999998807907104,361.7967529296875,-0.5786495804786682
2023/04/21/09:36:23.534079,1402,1682087783,339477956,,7.884382724761963,7.930873870849609,312,0.4399999976158142,361.7143859863281,-0.7084915041923523
2023/04/21/09:36:23.642666,1403,1682087783,538103534,,7.894270896911621,7.944345951080322,313,0.4399999976158142,361.6298828125,-0.6852649450302124
2023/04/21/09:36:23.837479,1404,1682087783,637229884,,7.923395156860352,7.983642101287842,315,0.4399999976158142,361.54949951171875,-0.6196171045303345
2023/04/21/09:36:24.035390,1405,1682087783,742115577,,7.97221565246582,8.049156188964844,317,0.4399999976158142,361.4729309082031,-0.5495064854621887
2023/04/21/09:36:24.035406,1406,1682087783,838756235,,8.008535385131836,8.108355522155762,317,0.4399999976158142,361.39892578125,-0.5725929141044617
2023/04/21/09:36:24.234740,1407,1682087784,39504738,,8.037492752075195,8.152400970458984,313,0.4399999976158142,361.2243347167969,-0.6621724963188171
2023/04/21/09:36:24.443187,1408,1682087784,142636095,,8.032695770263672,8.140386581420898,311,0.4399999976158142,361.1462707519531,-0.6094776391983032
2023/04/21/09:36:24.443207,1409,1682087784,237655363,,8.055204391479492,8.134897232055664,309,0.4399999976158142,361.0633544921875,-0.7068055868148804
2023/04/21/09:36:24.734056,1410,1682087784,440065293,,8.07762336730957,8.128466606140137,307,0.4399999976158142,360.9099426269531,-0.6472069025039673
2023/04/21/09:36:24.938561,1411,1682087784,538370814,,8.095977783203125,8.148479461669922,307,0.4399999976158142,360.84710693359375,-0.5684372186660767
2023/04/21/09:36:24.938581,1412,1682087784,641092695,,8.148128509521484,8.225102424621582,309,0.44999998807907104,360.74078369140625,-0.45374244451522827
2023/04/21/09:36:25.235411,1413,1682087784,835986975,,8.165616035461426,8.267264366149902,309,0.44999998807907104,360.7054443359375,-0.31386300921440125
2023/04/21/09:36:25.235485,1414,1682087784,935561669,,8.193366050720215,8.322175979614258,310,0.44999998807907104,360.6787414550781,-0.1806209534406662
2023/04/21/09:36:25.235501,1415,1682087784,939455033,,8.202994346618652,8.359112739562988,311,0.44999998807907104,360.65692138671875,-0.1491105556488037
2023/04/21/09:36:25.537287,1416,1682087785,136131622,,8.224857330322266,8.395869255065918,311,0.44999998807907104,360.6329650878906,-0.22137057781219482
2023/04/21/09:36:25.537304,1417,1682087785,143948908,,8.234038352966309,8.417140007019043,311,0.44999998807907104,360.6078186035156,-0.16534487903118134
2023/04/21/09:36:25.734741,1418,1682087785,343955144,,8.256753921508789,8.45559310913086,310,0.44999998807907104,360.55999755859375,-0.2622285783290863
2023/04/21/09:36:25.734792,1419,1682087785,448117197,,8.264166831970215,8.469467163085938,310,0.44999998807907104,360.52850341796875,-0.19011464715003967
2023/04/21/09:36:25.734815,1420,1682087785,540960647,,8.283750534057617,8.483542442321777,310,0.44999998807907104,360.5110168457031,-0.08710561692714691
2023/04/21/09:36:26.038480,1421,1682087785,645120695,,8.300673484802246,8.497297286987305,309,0.44999998807907104,360.50469970703125,-0.018502844497561455
2023/04/21/09:36:26.339966,1422,1682087785,940978669,,8.309837341308594,8.50711727142334,309,0.44999998807907104,360.503662109375,-0.04661090672016144
2023/04/21/09:36:26.842932,1423,1682087786,42980352,,8.33537769317627,8.538263320922852,309,0.44999998807907104,360.50189208984375,-0.12637481093406677
2023/04/21/09:36:26.842961,1424,1682087786,243908909,,8.381183624267578,8.601347923278809,310,0.44999998807907104,360.483154296875,-0.08101207762956619
2023/04/21/09:36:26.842992,1425,1682087786,346894447,,8.391261100769043,8.608477592468262,310,0.44999998807907104,360.495849609375,0.11372790485620499
2023/04/21/09:36:27.336276,1426,1682087786,443695675,,8.401361465454102,8.617088317871094,310,0.44999998807907104,360.543212890625,0.23250319063663483
2023/04/21/09:36:27.336303,1427,1682087786,646836524,,8.423023223876953,8.631911277770996,310,0.44999998807907104,360.57928466796875,0.40229275822639465
2023/04/21/09:36:27.337339,1428,1682087786,845471904,,8.431735038757324,8.63216495513916,310,0.44999998807907104,360.6315612792969,0.5600469708442688
2023/04/21/09:36:27.839954,1429,1682087786,946382289,,8.43700885772705,8.633652687072754,312,0.44999998807907104,360.8441467285156,0.6693246364593506
2023/04/21/09:36:27.839981,1430,1682087787,137561181,,8.42485237121582,8.625041007995605,312,0.44999998807907104,360.922607421875,0.6949424147605896
2023/04/21/09:36:27.840041,1431,1682087787,233981758,,8.40804672241211,8.616082191467285,312,0.44999998807907104,360.99951171875,0.6116397976875305
2023/04/21/09:36:27.840076,1432,1682087787,244535000,,8.392212867736816,8.607269287109375,312,0.44999998807907104,361.0636901855469,0.5276995897293091
