time,.time,.true_n,.true_velocity,.predicted_n,.predicted_velocity,.key_event,.key_event_time
2023/04/21/09:44:07.042443,494.3385009765625,1.431524634361267,9.141119956970215,1.0469101667404175,9.141119956970215,0.0,0.0
2023/04/21/09:44:07.042478,494.84027099609375,1.3756396770477295,8.681337356567383,1.048361897468567,8.627388000488281,0.0,0.0
2023/04/21/09:44:07.042502,495.1511535644531,0.9671059250831604,9.687196731567383,1.0479817390441895,9.687196731567383,0.0,0.0
2023/04/21/09:44:07.042531,495.6479797363281,0.8522162437438965,10.212647438049316,1.0470887422561646,10.212647438049316,0.0,0.0
2023/04/21/09:44:07.042559,495.85076904296875,1.1470507383346558,10.06165885925293,1.0475164651870728,10.06165885925293,0.0,0.0
2023/04/21/09:44:07.042662,495.9494934082031,1.2120124101638794,9.992049217224121,1.0482335090637207,9.992049217224121,0.0,0.0
2023/04/21/09:44:07.042693,496.04766845703125,1.1674022674560547,10.015083312988281,1.0487492084503174,10.015083312988281,0.0,0.0
2023/04/21/09:44:07.042754,496.24267578125,1.015234112739563,10.228933334350586,1.0485836267471313,10.228933334350586,0.0,0.0
2023/04/21/09:44:07.042773,496.5470275878906,0.820085346698761,10.95811939239502,1.047546625137329,10.95811939239502,0.0,0.0
2023/04/21/09:44:07.042997,496.6549987792969,0.6503340005874634,10.95811939239502,1.0457544326782227,10.95811939239502,0.0,0.0
2023/04/21/09:44:07.043139,497.045654296875,0.6415210962295532,11.3341064453125,1.043927550315857,11.3341064453125,0.0,0.0
2023/04/21/09:44:07.043159,497.2376708984375,1.0011438131332397,11.177273750305176,1.043710470199585,11.177273750305176,0.0,0.0
2023/04/21/09:44:07.043188,497.4425354003906,1.190719723701477,10.747446060180664,1.044339895248413,10.747446060180664,0.0,0.0
2023/04/21/09:44:07.043262,497.6408996582031,1.166373372077942,10.747446060180664,1.0448590517044067,10.747446060180664,0.0,0.0
2023/04/21/09:44:07.043301,497.8421936035156,0.9943726658821106,10.457958221435547,1.044609785079956,10.457958221435547,0.0,0.0
2023/04/21/09:44:07.043326,498.0420837402344,0.7414134740829468,10.611177444458008,1.0432333946228027,10.611177444458008,0.0,0.0
2023/04/21/09:44:07.043359,498.14776611328125,0.5359665155410767,10.611177444458008,1.0409449338912964,10.611177444458008,0.0,0.0
2023/04/21/09:44:07.043377,498.33740234375,0.9398974776268005,11.138846397399902,1.0404622554779053,11.138846397399902,0.0,0.0
2023/04/21/09:44:07.043566,498.545166015625,1.2428408861160278,10.650542259216309,1.041330337524414,10.650542259216309,0.0,0.0
2023/04/21/09:44:07.043585,498.7471008300781,1.3429486751556396,10.299615859985352,1.0426419973373413,10.299615859985352,0.0,0.0
2023/04/21/09:44:07.043917,498.844970703125,1.188321828842163,10.299615859985352,1.0432616472244263,10.299615859985352,0.0,0.0
2023/04/21/09:44:07.136980,499.1441955566406,0.9620177745819092,10.147436141967773,1.042872428894043,10.147436141967773,0.0,0.0
2023/04/21/09:44:07.137008,499.1490783691406,0.7023016214370728,10.214919090270996,1.0413286685943604,10.214919090270996,0.0,0.0
2023/04/21/09:44:07.137063,499.4392395019531,0.6321642994880676,10.489480972290039,1.0394768714904785,10.489480972290039,0.0,0.0
2023/04/21/09:44:07.137082,499.546142578125,0.8216016888618469,10.441383361816406,1.0384725332260132,10.441383361816406,0.0,0.0
2023/04/21/09:44:07.137103,499.74725341796875,1.0796411037445068,10.251769065856934,1.0386178493499756,10.251769065856934,0.0,0.0
2023/04/21/09:44:07.137170,499.9396667480469,1.1176681518554688,10.041728973388672,1.0389318466186523,10.041728973388672,0.0,0.0
2023/04/21/09:44:07.137196,500.1431884765625,1.1396578550338745,10.208244323730469,1.0393427610397339,10.208244323730469,0.0,0.0
2023/04/21/09:44:07.137215,500.3384094238281,1.000497579574585,10.394190788269043,1.0391343832015991,10.394190788269043,0.0,0.0
2023/04/21/09:44:07.137408,500.44873046875,0.8252143263816833,10.854228019714355,1.0381481647491455,10.854228019714355,0.0,0.0
2023/04/21/09:44:07.137563,500.7497253417969,1.0338926315307617,10.956097602844238,1.0380909442901611,10.956097602844238,0.0,0.0
2023/04/21/09:44:07.137695,501.04144287109375,1.040956735610962,10.898035049438477,1.0380651950836182,10.898035049438477,0.0,0.0
2023/04/21/09:44:07.137915,501.5393371582031,1.085117220878601,11.30644702911377,1.0382354259490967,11.30644702911377,0.0,0.0
2023/04/21/09:44:07.138043,502.0406799316406,1.3166332244873047,11.604044914245605,1.039432168006897,11.604044914245605,0.0,0.0
2023/04/21/09:44:07.138072,502.4432067871094,1.0021940469741821,12.003384590148926,1.0392314195632935,12.003384590148926,0.0,0.0
2023/04/21/09:44:07.138092,502.84027099609375,1.2906843423843384,11.775140762329102,1.040310025215149,11.775140762329102,0.0,0.0
2023/04/21/09:44:07.138160,503.54150390625,1.0510751008987427,11.68152904510498,1.0403239727020264,11.68152904510498,0.0,0.0
2023/04/21/09:44:07.138248,503.7397766113281,1.018973469734192,11.591510772705078,1.0401954650878906,11.591510772705078,0.0,0.0
2023/04/21/09:44:07.138292,504.2470397949219,1.1037262678146362,11.233094215393066,1.040442705154419,11.233094215393066,0.0,0.0
2023/04/21/09:44:07.138475,504.4503173828125,0.9364010095596313,11.042798042297363,1.0399483442306519,11.042798042297363,0.0,0.0
2023/04/21/09:44:07.138497,504.7434997558594,0.7993884682655334,10.941555976867676,1.038848638534546,10.941555976867676,0.0,0.0
2023/04/21/09:44:07.138515,505.3404541015625,0.8434045910835266,10.62349796295166,1.0379465818405151,10.62349796295166,0.0,0.0
2023/04/21/09:44:07.138553,505.7477722167969,0.9829887747764587,10.538824081420898,1.0376646518707275,10.538824081420898,0.0,0.0
2023/04/21/09:44:07.138575,506.0467529296875,0.9368482828140259,10.398701667785645,1.0371792316436768,10.398701667785645,0.0,0.0
2023/04/21/09:44:07.138863,506.3525390625,0.7382693290710449,10.50725269317627,1.0358167886734009,10.50725269317627,0.0,0.0
2023/04/21/09:44:07.138885,506.64666748046875,0.9813758730888367,10.414036750793457,1.035532832145691,10.414036750793457,0.0,0.0
2023/04/21/09:44:07.138925,507.2487487792969,0.8274992108345032,10.422792434692383,1.034569501876831,10.422792434692383,0.0,0.0
2023/04/21/09:44:07.138974,507.44573974609375,0.6982060670852661,10.253556251525879,1.0330373048782349,10.253556251525879,0.0,0.0
2023/04/21/09:44:07.139205,507.64697265625,0.6552061438560486,9.950064659118652,1.031319260597229,9.950064659118652,0.0,0.0
2023/04/21/09:44:07.139225,507.84271240234375,0.744228720664978,9.921403884887695,1.029998779296875,9.921403884887695,0.0,0.0
2023/04/21/09:44:07.139386,508.0435485839844,0.7421240210533142,9.905094146728516,1.028672456741333,9.905094146728516,0.0,0.0
2023/04/21/09:44:07.139419,508.14678955078125,0.8113692402839661,9.91102123260498,1.0276553630828857,9.91102123260498,0.0,0.0
2023/04/21/09:44:07.139446,508.2494812011719,0.8588042855262756,9.919429779052734,1.0268501043319702,9.919429779052734,0.0,0.0
2023/04/21/09:44:07.139511,508.3458557128906,0.8799720406532288,9.91878604888916,1.0261404514312744,9.91878604888916,0.0,0.0
2023/04/21/09:44:07.139601,508.5460510253906,0.9474988579750061,9.931768417358398,1.0257303714752197,9.931768417358398,0.0,0.0
2023/04/21/09:44:07.139637,508.6416015625,0.9539308547973633,9.942817687988281,1.025349736213684,9.942817687988281,0.0,0.0
2023/04/21/09:44:07.139670,508.8460388183594,0.9516785740852356,9.957359313964844,1.0249602794647217,9.957359313964844,0.0,0.0
2023/04/21/09:44:07.139688,508.9476013183594,0.8817248940467834,9.968536376953125,1.0242635011672974,9.968536376953125,0.0,0.0
2023/04/21/09:44:07.139868,509.1435852050781,0.8682472705841064,9.970453262329102,1.02350914478302,9.970453262329102,0.0,0.0
2023/04/21/09:44:07.139888,509.3425598144531,0.9759640693664551,9.98659896850586,1.0232312679290771,9.98659896850586,0.0,0.0
2023/04/21/09:44:07.140024,509.44781494140625,0.9822626709938049,10.038592338562012,1.0229817628860474,10.038592338562012,0.0,0.0
2023/04/21/09:44:07.140046,509.6473083496094,1.0314782857894897,10.080427169799805,1.0229496955871582,10.080427169799805,0.0,0.0
2023/04/21/09:44:07.140073,509.74530029296875,1.060984492301941,10.080427169799805,1.0230474472045898,10.080427169799805,0.0,0.0
2023/04/21/09:44:07.140121,509.9443359375,1.0844178199768066,10.151544570922852,1.0232480764389038,10.151544570922852,0.0,0.0
2023/04/21/09:44:07.140159,510.1448974609375,1.0685780048370361,10.155394554138184,1.0233784914016724,10.155394554138184,0.0,0.0
2023/04/21/09:44:07.140214,510.2413635253906,1.0079208612442017,10.128402709960938,1.0232418775558472,10.128402709960938,0.0,0.0
2023/04/21/09:44:07.140469,510.348388671875,0.9529388546943665,10.117533683776855,1.0228639841079712,10.117533683776855,0.0,0.0
2023/04/21/09:44:07.140502,510.447509765625,0.8975061774253845,10.117533683776855,1.0222433805465698,10.117533683776855,0.0,0.0
2023/04/21/09:44:07.140522,510.64044189453125,0.9278895258903503,10.070691108703613,1.021757960319519,10.070691108703613,0.0,0.0
2023/04/21/09:44:07.140539,510.8375244140625,0.9792106747627258,10.0325927734375,1.0214991569519043,10.0325927734375,0.0,0.0
2023/04/21/09:44:07.140791,510.94873046875,1.0831149816513062,10.046074867248535,1.0216974020004272,10.046074867248535,0.0,0.0
2023/04/21/09:44:07.140812,511.1438293457031,1.0419069528579712,10.18447494506836,1.021714210510254,10.18447494506836,0.0,0.0
2023/04/21/09:44:07.140831,511.3462219238281,1.2047607898712158,10.433067321777344,1.022445559501648,10.433067321777344,0.0,0.0
2023/04/21/09:44:07.140899,511.44403076171875,1.3008334636688232,10.413941383361816,1.0235966444015503,10.413941383361816,0.0,0.0
2023/04/21/09:44:07.140936,511.54730224609375,1.3451919555664062,10.410621643066406,1.0249391794204712,10.410621643066406,0.0,0.0
2023/04/21/09:44:07.140958,511.64971923828125,1.4714360237121582,10.410347938537598,1.026831865310669,10.410347938537598,0.0,0.0
2023/04/21/09:44:07.141363,511.7467956542969,1.5037190914154053,10.431500434875488,1.028861165046692,10.431500434875488,0.0,0.0
2023/04/21/09:44:07.141399,512.0377197265625,1.4011952877044678,10.586962699890137,1.0304358005523682,10.586962699890137,0.0,0.0
2023/04/21/09:44:07.141430,512.1448974609375,1.454908847808838,10.653518676757812,1.032241702079773,10.653518676757812,0.0,0.0
2023/04/21/09:44:07.141454,512.4400024414062,1.3695423603057861,10.599230766296387,1.033669114112854,10.599230766296387,0.0,0.0
2023/04/21/09:44:07.141588,512.7447509765625,1.3634997606277466,10.480232238769531,1.0350662469863892,10.480232238769531,0.0,0.0
2023/04/21/09:44:07.141615,513.0477905273438,1.1200886964797974,10.385916709899902,1.0353940725326538,10.385916709899902,0.0,0.0
2023/04/21/09:44:07.141633,513.4483642578125,1.0548584461212158,10.186253547668457,1.035435676574707,10.186253547668457,0.0,0.0
2023/04/21/09:44:07.141651,513.7440185546875,1.0186312198638916,10.072061538696289,1.0353186130523682,10.072061538696289,0.0,0.0
2023/04/21/09:44:07.141878,513.9420166015625,0.9358474016189575,9.661800384521484,1.0348397493362427,9.661800384521484,0.0,0.0
2023/04/21/09:44:07.141924,514.4423828125,0.8914249539375305,9.066402435302734,1.034167766571045,9.066402435302734,0.0,0.0
2023/04/21/09:44:07.142052,514.8441772460938,0.8060703873634338,8.864975929260254,1.0331244468688965,8.864975929260254,0.0,0.0
2023/04/21/09:44:07.142200,515.3418579101562,0.7213805913925171,9.476438522338867,1.0317137241363525,9.476438522338867,0.0,0.0
2023/04/21/09:44:07.142345,515.644287109375,0.9102055430412292,9.988321304321289,1.031131625175476,9.988321304321289,0.0,0.0
2023/04/21/09:44:07.142365,516.1466064453125,0.8473443984985352,9.998307228088379,1.0302765369415283,9.998307228088379,0.0,0.0
2023/04/21/09:44:07.142385,516.4474487304688,0.8548495173454285,10.057806015014648,1.029456377029419,10.057806015014648,0.0,0.0
2023/04/21/09:44:07.142604,516.8408813476562,0.7667871117591858,10.132219314575195,1.0282539129257202,10.132219314575195,0.0,0.0
2023/04/21/09:44:07.142626,517.1447143554688,0.8382483720779419,10.808914184570312,1.0273663997650146,10.808914184570312,0.0,0.0
2023/04/21/09:44:07.142643,517.7450561523438,1.0319111347198486,11.193609237670898,1.027326226234436,11.193609237670898,0.0,0.0
2023/04/21/09:44:07.142827,518.1476440429688,1.113162875175476,11.330753326416016,1.0276405811309814,11.330753326416016,0.0,0.0
