time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2023/04/21/09:38:36.836349,6762,1682087906,435562959,map,-176.8446044921875,39.28642272949219,28.659879684448242,0.09031118895178411,0.11011256468434463,0.14664321589789403,0.978884580369165
2023/04/21/09:38:36.836388,6763,1682087906,442911522,map,-176.20590209960938,39.40586471557617,28.505420684814453,0.08813818502898198,0.09761231188547305,0.14103814866127867,0.9812297574608568
2023/04/21/09:38:36.836415,6764,1682087906,539904696,map,-175.7481689453125,39.48755645751953,28.407577514648438,0.08790821470134934,0.07062645001266589,0.12731505049243458,0.9854314610826047
2023/04/21/09:38:36.836613,6765,1682087906,635002405,map,-171.3858642578125,40.10076141357422,27.98354148864746,0.0891384206232876,0.05781678732070821,0.11977763454529178,0.9870993383187264
2023/04/21/09:38:36.836656,6766,1682087906,638402873,map,-170.90869140625,40.14618682861328,27.98427963256836,0.10383471981729561,-0.04212175533096192,0.032570663060733696,0.9931683159169011
2023/04/21/09:38:36.836780,6767,1682087906,642305762,map,-170.39404296875,40.19404220581055,27.995004653930664,0.112041480402352,-0.04096641538286916,0.02367476989238781,0.9925764477232626
2023/04/21/09:38:36.836987,6768,1682087906,735295889,map,-169.759521484375,40.24410629272461,28.01410484313965,0.11497789611913253,-0.04147924506465957,0.020816159892136473,0.9922834006855663
2023/04/21/09:38:36.837029,6769,1682087906,744769506,map,-169.28237915039062,40.27394485473633,28.035770416259766,0.12064323071494037,-0.04599154198397456,0.013230612243994185,0.9915417425923202
2023/04/21/09:38:36.837069,6770,1682087906,748253272,map,-168.59664916992188,40.304500579833984,28.07605743408203,0.12340076466992854,-0.05519884504507728,0.006143366785796352,0.9908015596387718
2023/04/21/09:38:36.837096,6771,1682087906,834685948,map,-168.11859130859375,40.31917953491211,28.108091354370117,0.12298529947655436,-0.060956191479540456,0.0024673186586761614,0.9905316512209081
2023/04/21/09:38:36.837133,6772,1682087906,838970516,map,-167.64146423339844,40.33196258544922,28.146732330322266,0.11964441099132692,-0.0735964449139086,-0.006127098102271304,0.9900662657196508
2023/04/21/09:38:36.837216,6773,1682087906,841421871,map,-166.96775817871094,40.348960876464844,28.213266372680664,0.11766923976562335,-0.08213453372891026,-0.012703270875426059,0.9895688486135252
2023/04/21/09:38:36.837252,6774,1682087906,934881534,map,-166.49354553222656,40.35443115234375,28.264463424682617,0.11667264197117982,-0.08629827752812919,-0.016340670342461845,0.9892790890300129
2023/04/21/09:38:36.837814,6775,1682087906,936678841,map,-166.02035522460938,40.353538513183594,28.319896697998047,0.11518666921614222,-0.09335528393960953,-0.02324386051321265,0.988674155313336
2023/04/21/09:38:36.839798,6776,1682087906,938894567,map,-165.35154724121094,40.340423583984375,28.402687072753906,0.115308702123283,-0.09877263240567982,-0.02947227963930405,0.9879673105169597
2023/04/21/09:38:36.839869,6777,1682087907,34776879,map,-164.88150024414062,40.32514953613281,28.46385383605957,0.11558610807037013,-0.1010870469077701,-0.032432337103921134,0.9876079664865558
2023/04/21/09:38:36.839915,6778,1682087907,36449999,map,-164.37278747558594,40.31127166748047,28.535213470458984,0.11687228566567537,-0.10536111337568882,-0.038167132340252936,0.9868046054070898
2023/04/21/09:38:36.839945,6779,1682087907,38173883,map,-163.74961853027344,40.29300308227539,28.626060485839844,0.11718468172883291,-0.10985486996219831,-0.04400775831319565,0.9860339924289165
2023/04/21/09:38:36.839976,6780,1682087907,138288171,map,-163.28456115722656,40.27190399169922,28.696794509887695,0.1168286435918591,-0.11205095521146073,-0.046988552027280035,0.9856915071379171
2023/04/21/09:38:36.839999,6781,1682087907,141427832,map,-162.82162475585938,40.244693756103516,28.769474029541016,0.11611308778481622,-0.11590145683101667,-0.05275015265926481,0.9850391160698169
2023/04/21/09:38:36.840024,6782,1682087907,236819177,map,-162.3223114013672,40.20712661743164,28.8513240814209,0.11465322429243781,-0.11897697761421169,-0.0584717137851642,0.9845203305114963
2023/04/21/09:38:36.840052,6783,1682087907,239645080,map,-161.71176147460938,40.15398025512695,28.95420265197754,0.11425118237640598,-0.12055615993572855,-0.06133512852614582,0.9842006466655412
2023/04/21/09:38:36.840210,6784,1682087907,247938145,map,-161.22439575195312,40.11074447631836,29.042558670043945,0.11421623210227833,-0.1236902733479835,-0.06675217867155404,0.9834630768166004
2023/04/21/09:38:36.840273,6785,1682087907,339129775,map,-160.63233947753906,40.055824279785156,29.154945373535156,0.11489480755856035,-0.126766392038143,-0.07174148045142521,0.9826406653616074
2023/04/21/09:38:36.840390,6786,1682087907,340840968,map,-160.1904296875,40.00782775878906,29.24069595336914,0.11533305180646564,-0.1281413262866006,-0.07429279777918364,0.9822213042189241
2023/04/21/09:38:36.841158,6787,1682087907,344003863,map,-159.713134765625,39.9481201171875,29.334609985351562,0.11533095829347477,-0.12984063124227668,-0.07905324217164063,0.9816266543332839
2023/04/21/09:38:36.841191,6788,1682087907,434368548,map,-159.12982177734375,39.86848068237305,29.450407028198242,0.11323338076589443,-0.12942454965124303,-0.08356265993436675,0.9815522651456621
2023/04/21/09:38:36.841217,6789,1682087907,438156551,map,-158.65760803222656,39.7962532043457,29.543609619140625,0.11144753054952378,-0.1279052229339651,-0.08579500991259466,0.9817631679756107
2023/04/21/09:38:36.841315,6790,1682087907,443513903,map,-158.23028564453125,39.73916244506836,29.631664276123047,0.10466853133626637,-0.12163005768451908,-0.09054765713807712,0.9828793008178762
2023/04/21/09:38:36.841354,6791,1682087907,447253976,map,-157.666015625,39.66339111328125,29.748361587524414,0.09866125211450007,-0.11558812189947568,-0.09391379948809671,0.9839134580397879
2023/04/21/09:38:36.841547,6792,1682087907,448112954,map,-157.3843231201172,39.622047424316406,29.80512046813965,0.09565981500572387,-0.11199785512142081,-0.09556759967681572,0.9844656239021292
2023/04/21/09:38:36.841793,6793,1682087907,636791155,map,-156.78553771972656,39.52531433105469,29.921754837036133,0.09075461792060074,-0.1051345352108168,-0.09898760569923215,0.985348558231584
2023/04/21/09:38:36.841823,6794,1682087907,640089279,map,-156.36427307128906,39.453399658203125,30.00074577331543,0.08513902385002535,-0.0970163258130263,-0.1025774213742991,0.9863149011742416
2023/04/21/09:38:36.841848,6795,1682087907,641912229,map,-155.76666259765625,39.343597412109375,30.10496711730957,0.08325483285300539,-0.09338182953945405,-0.10381295623839598,0.986697299530781
2023/04/21/09:38:36.841880,6796,1682087907,645466418,map,-155.34930419921875,39.269752502441406,30.17487144470215,0.08113615819356731,-0.08695015196806279,-0.10655848624409253,0.9871685855908299
2023/04/21/09:38:36.842766,6797,1682087907,739408434,map,-154.80142211914062,39.182228088378906,30.264854431152344,0.08151962781680551,-0.081937767729858,-0.10865769432787464,0.987336962250631
2023/04/21/09:38:36.842814,6798,1682087907,836657763,map,-152.5325927734375,38.745086669921875,30.565763473510742,0.09619841024138909,-0.06450092714885788,-0.11904234062617097,0.986110741840055
2023/04/21/09:38:36.842854,6799,1682087907,840429388,map,-152.1292724609375,38.66236114501953,30.612581253051758,0.09562464675336406,-0.06130414927540131,-0.12256042236507231,0.9859394570477067
2023/04/21/09:38:36.842883,6800,1682087907,936216345,map,-151.5477294921875,38.534908294677734,30.673301696777344,0.09485772425861361,-0.06043120111486564,-0.12419416065389999,0.9858631291050535
2023/04/21/09:38:36.843088,6801,1682087907,937772873,map,-151.142578125,38.44328308105469,30.71411895751953,0.09174565628230787,-0.05788075570003575,-0.129275679738313,0.9856574103374718
2023/04/21/09:38:36.843130,6802,1682087907,942247995,map,-150.73684692382812,38.34832763671875,30.75231170654297,0.09041727981347561,-0.05671326955703777,-0.1344630295593368,0.9851538397914635
2023/04/21/09:38:36.843169,6803,1682087908,35201853,map,-150.16038513183594,38.20724105834961,30.80195426940918,0.08998246921663494,-0.05648912471412273,-0.13637687580336794,0.9849434005768487
2023/04/21/09:38:36.843196,6804,1682087908,37487335,map,-149.75833129882812,38.11052322387695,30.836116790771484,0.08608355250585621,-0.057162090029741264,-0.14423279548470763,0.9841336753232574
2023/04/21/09:38:36.843228,6805,1682087908,43661703,map,-149.32901000976562,38.01110076904297,30.870891571044922,0.08137798594433847,-0.05875885236153482,-0.15016037040612823,0.9835531867787168
2023/04/21/09:38:36.843280,6806,1682087908,48396412,map,-148.80149841308594,37.885555267333984,30.912925720214844,0.07803301053189447,-0.059872626297372736,-0.15424157618798356,0.9831255227068768
2023/04/21/09:38:36.843326,6807,1682087908,137175884,map,-148.40505981445312,37.787052154541016,30.9431095123291,0.07084669100373762,-0.06290810291322205,-0.16458167326740386,0.9818025752789683
2023/04/21/09:38:36.843371,6808,1682087908,140939080,map,-147.9735565185547,37.67473220825195,30.97373390197754,0.06616348281028749,-0.06498977580891299,-0.1731234907614097,0.9805238398951478
2023/04/21/09:38:36.843584,6809,1682087908,234277789,map,-147.44393920898438,37.533172607421875,31.011812210083008,0.06349063623845978,-0.0663356288553752,-0.17914096491070408,0.9795290056828967
2023/04/21/09:38:36.843613,6810,1682087908,239651373,map,-147.0507354736328,37.43056106567383,31.040119171142578,0.05920420164613664,-0.06801103457231206,-0.18851750073946816,0.9779215670275396
2023/04/21/09:38:36.843810,6811,1682087908,243549336,map,-146.50245666503906,37.29595184326172,31.080045700073242,0.054855425279420805,-0.06844952116459631,-0.19643343753308734,0.9765855962234413
2023/04/21/09:38:36.843838,6812,1682087908,334727918,map,-146.11573791503906,37.19772720336914,31.108457565307617,0.05173675341878901,-0.0684883436804309,-0.2019294287257563,0.9756316866010943
2023/04/21/09:38:36.843863,6813,1682087908,340487869,map,-145.7281036376953,37.095497131347656,31.135841369628906,0.04571523778184914,-0.06844687710839675,-0.21147210743135048,0.9739121373286983
2023/04/21/09:38:36.843907,6814,1682087908,344576885,map,-145.30589294433594,36.978424072265625,31.164100646972656,0.04147656478851196,-0.06834200126132246,-0.21844905458699532,0.9725682850639285
2023/04/21/09:38:36.843935,6815,1682087908,434411760,map,-144.78704833984375,36.83097457885742,31.198482513427734,0.038432764170081735,-0.06814291798820322,-0.22323858030492483,0.9716192644760087
2023/04/21/09:38:36.844066,6816,1682087908,440599282,map,-144.36680603027344,36.70969009399414,31.22595977783203,0.033607604608825295,-0.06800970101968341,-0.23066203117369416,0.9700723486951133
2023/04/21/09:38:36.844090,6817,1682087908,539503591,map,-143.98580932617188,36.605140686035156,31.253398895263672,0.029859152147230464,-0.06717151215536808,-0.2357348680073138,0.9690333867324712
2023/04/21/09:38:36.844132,6818,1682087908,541378492,map,-143.60385131835938,36.49587631225586,31.280378341674805,0.029187777875143223,-0.06722125202205602,-0.2390833086809589,0.96822960418452
2023/04/21/09:38:36.844219,6819,1682087908,544756618,map,-143.18789672851562,36.370479583740234,31.308958053588867,0.03202788014054227,-0.06718178676678163,-0.24490189185213035,0.9666870716758698
2023/04/21/09:38:36.844393,6820,1682087908,636195878,map,-142.67678833007812,36.21210861206055,31.343948364257812,0.0376824580703567,-0.06712385724059242,-0.24980150513837024,0.9652324574932133
2023/04/21/09:38:36.844558,6821,1682087908,641125605,map,-142.29287719726562,36.08838653564453,31.369653701782227,0.04071028898446834,-0.06636047112984984,-0.2517942502828139,0.9646442982222438
2023/04/21/09:38:36.844587,6822,1682087908,643588338,map,-141.75502014160156,35.913028717041016,31.405719757080078,0.04601448830881058,-0.0641821876557272,-0.25468189946168923,0.9637948706373551
2023/04/21/09:38:36.844748,6823,1682087908,738700400,map,-141.3807830810547,35.79118347167969,31.431522369384766,0.05317463925385373,-0.06048226136329207,-0.25674102589253744,0.9631191723620285
2023/04/21/09:38:36.844787,6824,1682087908,743752387,map,-140.97299194335938,35.65185546875,31.45823860168457,0.05601699135424623,-0.058776514936829234,-0.2569828223624445,0.962999095990621
2023/04/21/09:38:36.844813,6825,1682087908,748215265,map,-140.47227478027344,35.47590255737305,31.4901065826416,0.058743331949206716,-0.056048109146291714,-0.25687334592343747,0.9630284934174573
2023/04/21/09:38:36.844838,6826,1682087908,840454790,map,-140.09625244140625,35.3390007019043,31.512928009033203,0.058547578112483706,-0.054157225196801,-0.2561844346111026,0.9633321825344026
2023/04/21/09:38:36.844921,6827,1682087908,934609402,map,-139.68743896484375,35.18477249145508,31.5360050201416,0.057653940294504616,-0.05326867298878481,-0.25553402444488255,0.963608328685846
2023/04/21/09:38:36.844953,6828,1682087908,939789876,map,-139.19284057617188,35.001285552978516,31.564098358154297,0.05405570356385996,-0.05252621632800461,-0.2547810288493868,0.9640568554476989
2023/04/21/09:38:36.845093,6829,1682087908,944574534,map,-138.82650756835938,34.86634826660156,31.58437156677246,0.049016456698368606,-0.05248265863020343,-0.25376301387045475,0.9645970094582146
2023/04/21/09:38:36.845123,6830,1682087909,38293008,map,-138.42710876464844,34.713165283203125,31.604433059692383,0.046040262423764015,-0.052696148058343176,-0.2531298417652756,0.964898401571916
2023/04/21/09:38:36.934575,6831,1682087909,39828768,map,-137.93653869628906,34.520774841308594,31.627689361572266,0.0417468176251534,-0.05420733187277989,-0.2518307073067757,0.9653497943194675
2023/04/21/09:38:36.934947,6832,1682087909,135258215,map,-135.4343719482422,33.473934173583984,31.72646713256836,0.047665082702864695,-0.06362244853154418,-0.24658152805898648,0.9658561044106291
2023/04/21/09:38:36.935170,6833,1682087909,136721033,map,-135.0708465576172,33.31261444091797,31.738977432250977,0.04686457641384065,-0.06310541272598129,-0.24719695634094252,0.9657718107136073
2023/04/21/09:38:36.935198,6834,1682087909,234221474,map,-134.70692443847656,33.148250579833984,31.750722885131836,0.0460248847509581,-0.06256466865958653,-0.24779295492573505,0.9656946398339838
2023/04/21/09:38:36.935220,6835,1682087909,240663841,map,-134.19627380371094,32.916622161865234,31.766735076904297,0.043494493333485304,-0.06101388590534031,-0.24924672617142135,0.9655370527674015
2023/04/21/09:38:36.935264,6836,1682087909,334204195,map,-133.84043884277344,32.75568771362305,31.7783203125,0.040083682568033775,-0.05924361619348402,-0.2512116543958478,0.9652855625223371
2023/04/21/09:38:36.937121,6837,1682087909,338821906,map,-133.4836883544922,32.591453552246094,31.788909912109375,0.038099939727014316,-0.057971356936354995,-0.25208637008984286,0.9652151772853238
2023/04/21/09:38:36.937155,6838,1682087909,341327567,map,-132.975830078125,32.35219192504883,31.801904678344727,0.0342579798721865,-0.056019421136526595,-0.2543569894065188,0.9648786768468128
2023/04/21/09:38:36.937186,6839,1682087909,345356112,map,-132.6174774169922,32.180877685546875,31.810081481933594,0.031421236842322675,-0.05395206224078406,-0.2567193202655544,0.9644673236053465
2023/04/21/09:38:36.937261,6840,1682087909,434557424,map,-132.25857543945312,32.006778717041016,31.817358016967773,0.030331065141650883,-0.05269977005313708,-0.2577251126584183,0.9643031194835481
2023/04/21/09:38:36.937461,6841,1682087909,437343717,map,-131.7494354248047,31.7591552734375,31.82596778869629,0.02984775274179729,-0.05094181841630261,-0.26007317680923303,0.9637821212156807
2023/04/21/09:38:36.937497,6842,1682087909,445143834,map,-131.39178466796875,31.59139633178711,31.831565856933594,0.03328038701369886,-0.05022599107283751,-0.26195773099354913,0.9631967857835613
2023/04/21/09:38:36.937531,6843,1682087909,542319103,map,-131.03375244140625,31.4201717376709,31.83745574951172,0.03610330258452856,-0.05039003319268699,-0.26285149706307115,0.9628430051371609
2023/04/21/09:38:36.937558,6844,1682087909,637773840,map,-130.52529907226562,31.170656204223633,31.845962524414062,0.0425428277015492,-0.05130435869247598,-0.26459456427693623,0.9620538896924915
2023/04/21/09:38:36.938761,6845,1682087909,643198042,map,-130.16656494140625,30.991867065429688,31.85174560546875,0.04806362132675019,-0.05104423986799563,-0.2664019054347803,0.9613087334108188
2023/04/21/09:38:36.938791,6846,1682087909,645097714,map,-129.7771759033203,30.79350471496582,31.857826232910156,0.05098987861377405,-0.050836443773212316,-0.2676218038180796,0.9608300295054322
2023/04/21/09:38:36.938812,6847,1682087909,741300655,map,-129.3007049560547,30.55013656616211,31.8649845123291,0.05663979574628203,-0.04941753285887958,-0.26981565265019297,0.9599735844702665
2023/04/21/09:38:36.938835,6848,1682087909,835417448,map,-128.94786071777344,30.372713088989258,31.870206832885742,0.06218399305547997,-0.047808955580068285,-0.2727593571375878,0.9588794522829236
2023/04/21/09:38:36.938881,6849,1682087909,849851447,map,-126.1724853515625,28.86139678955078,31.88346290588379,0.06404564437889747,-0.04722740941304793,-0.2737477428820168,0.9585039660095401
2023/04/21/09:38:36.946597,6850,1682087909,936810129,map,-125.7130355834961,28.592304229736328,31.88233757019043,0.09890643350317813,-0.04870364163626796,-0.2926178984847083,0.9498527352967999
2023/04/21/09:38:36.946632,6851,1682087909,944712442,map,-125.3382568359375,28.367795944213867,31.880563735961914,0.10854421657243703,-0.05093278845400914,-0.29567122692508,0.9477354883618552
2023/04/21/09:38:36.948359,6852,1682087910,34729572,map,-124.99308013916016,28.157804489135742,31.878604888916016,0.11364971194529662,-0.05190713402952792,-0.2969508473927194,0.9466835451698719
2023/04/21/09:38:36.948392,6853,1682087910,38368546,map,-124.53530883789062,27.877534866333008,31.875320434570312,0.1233643629637053,-0.053498923033197206,-0.2999338538163506,0.9444357483716646
2023/04/21/09:38:36.948415,6854,1682087910,45661686,map,-124.1677017211914,27.655332565307617,31.871828079223633,0.13119149107915587,-0.054130098431428166,-0.3035619177564411,0.9421831046858785
2023/04/21/09:38:36.948438,6855,1682087910,136554787,map,-123.8292465209961,27.447223663330078,31.86800193786621,0.13399328976179262,-0.053950803103684795,-0.3054786721330196,0.9411790824606521
2023/04/21/09:38:36.948482,6856,1682087910,138941411,map,-123.37771606445312,27.162540435791016,31.861743927001953,0.13771873399536755,-0.05375726477532278,-0.3105392020868741,0.9389937262185136
2023/04/21/09:38:36.948513,6857,1682087910,140828115,map,-123.01012420654297,26.92402458190918,31.856060028076172,0.13934971166561785,-0.053171613241839645,-0.31663698705600596,0.9367473202663072
2023/04/21/09:38:37.034041,6858,1682087910,235531122,map,-122.66617584228516,26.69666290283203,31.850528717041016,0.13986997236363635,-0.05273166336365868,-0.3198390727981969,0.9356060468289049
2023/04/21/09:38:37.034280,6859,1682087910,244021066,map,-122.21739196777344,26.39596939086914,31.842802047729492,0.13970419563755285,-0.05193935792939254,-0.3272876221152545,0.933095928045566
2023/04/21/09:38:37.034322,6860,1682087910,245392157,map,-121.85614776611328,26.15350341796875,31.83705711364746,0.13736983184668225,-0.05038124952603952,-0.3353297465733151,0.9306692810957028
2023/04/21/09:38:37.034348,6861,1682087910,334112030,map,-121.5239486694336,25.92646026611328,31.83156967163086,0.13540135538444684,-0.049128126255223455,-0.33955486276941105,0.9294919721028236
2023/04/21/09:38:37.034374,6862,1682087910,339506479,map,-121.08158111572266,25.616464614868164,31.823877334594727,0.13052190673104133,-0.04640491563999134,-0.3484533479689403,0.927033441062062
2023/04/21/09:38:37.034409,6863,1682087910,340763126,map,-120.72221374511719,25.357513427734375,31.81743049621582,0.12485053723336235,-0.043780531481983194,-0.35767155916127324,0.9244278175199971
2023/04/21/09:38:37.034436,6864,1682087910,361056187,map,-120.3918228149414,25.115415573120117,31.811355590820312,0.12225447575755352,-0.042975047255023296,-0.36257987577173073,0.9228991723979313
2023/04/21/09:38:37.034471,6865,1682087910,437534460,map,-119.95549011230469,24.790586471557617,31.80318832397461,0.116200526145051,-0.04118811307439252,-0.37230669405846895,0.9198851669672203
2023/04/21/09:38:37.034508,6866,1682087910,442517733,map,-119.60783386230469,24.529338836669922,31.797382354736328,0.1082805643273991,-0.03913509793657835,-0.3821822907204505,0.9168863344019731
2023/04/21/09:38:37.034621,6867,1682087910,455764122,map,-119.28824615478516,24.285356521606445,31.79183578491211,0.10390640897243465,-0.03834162819562211,-0.38736306563310663,0.9152504466238713
2023/04/21/09:38:37.034647,6868,1682087910,534510593,map,-118.96894073486328,24.03704071044922,31.78639793395996,0.09530579925893409,-0.03693251943846722,-0.3972771002209302,0.9119888706050072
2023/04/21/09:38:37.034876,6869,1682087910,536330543,map,-118.51671600341797,23.677064895629883,31.7790584564209,0.08816109184114768,-0.03665294358722626,-0.4072110913415236,0.9083299551718068
2023/04/21/09:38:37.036459,6870,1682087910,633941272,map,-118.1989517211914,23.41954803466797,31.773731231689453,0.08441060711120119,-0.03647327684038038,-0.41202756996907586,0.9065196426611426
2023/04/21/09:38:37.036748,6871,1682087910,635437755,map,-117.75535583496094,23.054183959960938,31.767112731933594,0.0753735641471923,-0.03569378141388353,-0.42132682955109535,0.9030661509675841
2023/04/21/09:38:37.036798,6872,1682087910,636360968,map,-117.44778442382812,22.797687530517578,31.76338005065918,0.06497947827191869,-0.03554668759549149,-0.4302306041801127,0.8996753527111857
2023/04/21/09:38:37.037130,6873,1682087910,655896505,map,-117.14046478271484,22.537553787231445,31.760263442993164,0.05950296024035064,-0.03570109125792213,-0.4342375050680434,0.8981218198750741
2023/04/21/09:38:37.037166,6874,1682087910,736333124,map,-116.70492553710938,22.16183090209961,31.758312225341797,0.0494069237068559,-0.03772028486689532,-0.44301399621455795,0.8943571790723841
2023/04/21/09:38:37.037189,6875,1682087910,739350360,map,-116.39911651611328,21.89391326904297,31.758848190307617,0.04541399598093171,-0.04060490325930884,-0.44921613678060274,0.8913438690646734
2023/04/21/09:38:37.037406,6876,1682087910,833988688,map,-116.09407043457031,21.6230411529541,31.76097869873047,0.044378141113596385,-0.04232449064496821,-0.4524696206045527,0.8896687004237595
2023/04/21/09:38:37.037611,6877,1682087910,836211069,map,-115.6673812866211,21.24125862121582,31.767349243164062,0.04381959140311285,-0.04594038328314414,-0.4585697025769284,0.8863877368545804
2023/04/21/09:38:37.037858,6878,1682087910,837477073,map,-115.37103271484375,20.974544525146484,31.77411651611328,0.04120833467132681,-0.046871808878899655,-0.46411060123668596,0.8835758466359034
2023/04/21/09:38:37.038048,6879,1682087910,850005290,map,-115.07553100585938,20.70467185974121,31.782442092895508,0.03965614921727859,-0.04708809728583445,-0.4668647713463273,0.8821832726142549
2023/04/21/09:38:37.038246,6880,1682087910,935450695,map,-114.65762329101562,20.316219329833984,31.795028686523438,0.036300365113825075,-0.04655290013983041,-0.47159375311637086,0.8798377794211993
2023/04/21/09:38:37.038630,6881,1682087910,936412611,map,-114.36447143554688,20.03987693786621,31.80583953857422,0.032752128951175456,-0.047198988607716895,-0.4766732912989038,0.877201409753146
2023/04/21/09:38:37.038661,6882,1682087910,951080003,map,-114.07241821289062,19.761194229125977,31.818737030029297,0.03174982684420379,-0.047688105418863855,-0.4780547806993939,0.8764596252193542
2023/04/21/09:38:37.038721,6883,1682087911,36405731,map,-113.66529846191406,19.368303298950195,31.840396881103516,0.029919635509021648,-0.04939679265814515,-0.4816648057883218,0.8744505903179611
2023/04/21/09:38:37.038749,6884,1682087911,38262384,map,-113.38339233398438,19.093883514404297,31.857744216918945,0.029700701070253775,-0.05192272968056596,-0.4848611806325396,0.8725431503949037
2023/04/21/09:38:37.038873,6885,1682087911,56010288,map,-113.0777359008789,18.792278289794922,31.877309799194336,0.02965453183188813,-0.05275625473267575,-0.48580771455639715,0.871968098793821
2023/04/21/09:38:37.039074,6886,1682087911,135738506,map,-112.7042236328125,18.419246673583984,31.903167724609375,0.029376902638212774,-0.05593490946127264,-0.48868512205108444,0.8701696506210127
2023/04/21/09:38:37.039254,6887,1682087911,137319882,map,-112.4251480102539,18.136890411376953,31.924341201782227,0.029579983276495466,-0.05865845856838185,-0.49065799495645507,0.8688722231098776
2023/04/21/09:38:37.039450,6888,1682087911,234960989,map,-112.12333679199219,17.827878952026367,31.94923210144043,0.02976827959057395,-0.059832306251326954,-0.49171158187553043,0.8681898656324861
2023/04/21/09:38:37.039634,6889,1682087911,236023861,map,-111.75727844238281,17.451833724975586,31.982027053833008,0.030164429673528982,-0.06123236002149707,-0.49332209725082876,0.8671644328082162
2023/04/21/09:38:37.039810,6890,1682087911,237184760,map,-111.4622573852539,17.14673614501953,32.009925842285156,0.030871407495895804,-0.06263982636864904,-0.49503452370582635,0.8660624613070502
2023/04/21/09:38:37.040066,6891,1682087911,335001506,map,-111.10155487060547,16.770095825195312,32.04488754272461,0.03155986177834208,-0.063717883484552,-0.4960360592669907,0.8653857093605108
2023/04/21/09:38:37.040107,6892,1682087911,335879698,map,-110.83187866210938,16.485342025756836,32.07157516479492,0.03182553970628656,-0.06513081970238727,-0.49756733856708846,0.8643911280293507
2023/04/21/09:38:37.040289,6893,1682087911,337850608,map,-110.53564453125,16.16891860961914,32.10158920288086,0.031815864370375285,-0.0672071130714696,-0.49949045711779216,0.8631223814486273
2023/04/21/09:38:37.040324,6894,1682087911,434482648,map,-110.26817321777344,15.880784034729004,32.12957000732422,0.0311791677349894,-0.06814955348266565,-0.5007404272775039,0.8623470690968451
2023/04/21/09:38:37.040363,6895,1682087911,435777276,map,-109.91683959960938,15.50143051147461,32.16854476928711,0.028514661094287887,-0.06838809805979222,-0.5033918222970515,0.8608756172482086
2023/04/21/09:38:37.040553,6896,1682087911,437133416,map,-109.63471984863281,15.195022583007812,32.20137023925781,0.023892138312315767,-0.0668435359169684,-0.5069170057799269,0.8590671591988788
2023/04/21/09:38:37.040730,6897,1682087911,456415988,map,-109.3759536743164,14.911633491516113,32.232276916503906,0.021100868439272658,-0.0652032121830608,-0.508695550103526,0.8582145811370642
2023/04/21/09:38:37.040906,6898,1682087911,483059661,map,-109.03235626220703,14.531052589416504,32.27424240112305,0.015377965199666,-0.06171188710751877,-0.512842873753983,0.8561235179317568
2023/04/21/09:38:37.041080,6899,1682087911,535021399,map,-108.75381469726562,14.21880054473877,32.30878448486328,0.008673473712041753,-0.05759089206649106,-0.5174841900791238,0.8537084824386583
2023/04/21/09:38:37.041288,6900,1682087911,550490044,map,-108.49808502197266,13.93029499053955,32.34088134765625,0.006540777322939718,-0.056405509317944136,-0.5190341193596877,0.8528652715139251
2023/04/21/09:38:37.041626,6901,1682087911,634453907,map,-108.15692901611328,13.547164916992188,32.38435363769531,0.0012880050563148647,-0.05359981468599817,-0.5229397202972225,0.8506817908065454
2023/04/21/09:38:37.041658,6902,1682087911,637883635,map,-107.87946319580078,13.235725402832031,32.41912078857422,-0.002093331232592886,-0.052760539223244675,-0.5270631361478615,0.8481841474903656
2023/04/21/09:38:37.041818,6903,1682087911,646315499,map,-107.62447357177734,12.948033332824707,32.4505729675293,-0.003346238500810328,-0.05261579904292416,-0.5288991898462537,0.8470455398411316
2023/04/21/09:38:37.041845,6904,1682087911,734812184,map,-107.37052154541016,12.659172058105469,32.481571197509766,-0.007061533246428243,-0.05220072897625479,-0.5329120229031122,0.844529509962289
2023/04/21/09:38:37.042018,6905,1682087911,735951833,map,-106.92855072021484,12.150237083435059,32.53339767456055,-0.011077499658055826,-0.05188482912704252,-0.5366354124778223,0.8421447885899819
2023/04/21/09:38:37.042046,6906,1682087911,834046247,map,-106.76116943359375,11.955907821655273,32.55249786376953,-0.013393933916152092,-0.05196666118469347,-0.5385732824255047,0.8408679498143444
2023/04/21/09:38:37.042249,6907,1682087911,835238549,map,-106.48963165283203,11.63988208770752,32.583038330078125,-0.018207724365022708,-0.051970645378966764,-0.5422008089932768,0.8384425356598002
2023/04/21/09:38:37.042549,6908,1682087911,837084197,map,-106.15596008300781,11.253960609436035,32.620399475097656,-0.022876187211871703,-0.052073511348202685,-0.5458776579105187,0.8359321429219457
2023/04/21/09:38:37.042732,6909,1682087911,934087893,map,-105.90725708007812,10.963309288024902,32.648075103759766,-0.023855457383221177,-0.05244250832400458,-0.5470264756338044,0.8351303623492988
2023/04/21/09:38:37.042906,6910,1682087911,935204383,map,-105.63939666748047,10.6466646194458,32.67741394042969,-0.02423455643177553,-0.05385380213183694,-0.5494470007539214,0.8334389777084202
