2023-04-21_22-42-50,true_velocity,n_true,predicted_velocity,predicted_n,bounds_crossed
17.91653060913086,16.429046630859375,0.7468618750572205,16.429046630859375,1.3882654905319214,0
17.99750328063965,16.215845108032227,0.9957938194274902,16.215845108032227,1.3775209188461304,0
18.07633399963379,16.215845108032227,0.9165204167366028,16.215845108032227,1.3625823259353638,0
18.15617561340332,16.102378845214844,0.6658315062522888,16.102378845214844,1.3339473009109497,0
18.23602294921875,16.078014373779297,0.9156153202056885,16.078014373779297,1.3202334642410278,0
18.31730842590332,15.92315673828125,0.8483732342720032,15.92315673828125,1.3031553030014038,0
18.397886276245117,16.05846405029297,0.6402456760406494,16.05846405029297,1.2749825716018677,0
18.478561401367188,16.05846405029297,0.8690957427024841,16.05846405029297,1.2604109048843384,0
18.556318283081055,15.920982360839844,0.7680074572563171,15.920982360839844,1.2406777143478394,0
18.63669204711914,15.960440635681152,0.6487126350402832,15.960440635681152,1.2149689197540283,0
18.71570587158203,15.977724075317383,0.8705922365188599,15.977724075317383,1.2022712230682373,0
18.796016693115234,15.966937065124512,0.7268821001052856,15.966937065124512,1.1820811033248901,0
18.876726150512695,15.966937065124512,0.7687130570411682,15.966937065124512,1.164806604385376,0
18.957239151000977,16.027498245239258,0.8629745841026306,16.027498245239258,1.1532021760940552,0
19.037424087524414,16.024738311767578,0.6610152125358582,16.024738311767578,1.1309967041015625,0
19.115814208984375,16.085294723510742,0.8549038767814636,16.085294723510742,1.1199754476547241,0
19.19637680053711,16.029272079467773,0.8224255442619324,16.029272079467773,1.1075468063354492,0
19.27599334716797,16.1447811126709,0.6921626329421997,16.1447811126709,1.0885108709335327,0
19.355907440185547,16.1447811126709,0.8791441917419434,16.1447811126709,1.0800855159759521,0
19.4556941986084,16.16936683654785,0.7214748859405518,16.16936683654785,1.063513994216919,0
19.53948211669922,16.259614944458008,0.8640011548995972,16.259614944458008,1.0550460815429688,0
19.616140365600586,16.42787742614746,0.8202922940254211,16.42787742614746,1.0445321798324585,0
19.699981689453125,16.476333618164062,0.8349030613899231,16.476333618164062,1.0351258516311646,0
19.776039123535156,16.628705978393555,0.8679928779602051,16.628705978393555,1.0277636051177979,0
19.876876831054688,16.628705978393555,0.8871286511421204,16.628705978393555,1.0216443538665771,0
19.955415725708008,16.529529571533203,0.9087660312652588,16.529529571533203,1.0168575048446655,0
20.03781509399414,16.715734481811523,0.9289580583572388,16.715734481811523,1.013283133506775,0
20.11624526977539,16.769540786743164,0.9493680000305176,16.769540786743164,1.0108919143676758,0
20.197521209716797,16.85757827758789,0.9654480814933777,16.85757827758789,1.0094197988510132,0
20.29619598388672,16.86654281616211,0.9810518622398376,16.86654281616211,1.0088112354278564,0
20.377164840698242,16.86654281616211,0.9928724765777588,16.86654281616211,1.0088425874710083,0
20.455957412719727,16.98055648803711,1.0037965774536133,16.98055648803711,1.0094460248947144,0
20.535930633544922,17.02165985107422,1.0129179954528809,17.02165985107422,1.0105102062225342,0
20.636783599853516,16.995132446289062,1.020095705986023,16.995132446289062,1.0119202136993408,0
20.717634201049805,17.084436416625977,1.0268290042877197,17.084436416625977,1.013641595840454,0
20.796451568603516,17.12641143798828,1.0303027629852295,17.12641143798828,1.0154985189437866,0
20.876005172729492,17.121749877929688,1.0337276458740234,17.121749877929688,1.0174834728240967,0
20.976165771484375,17.121749877929688,1.0354818105697632,17.121749877929688,1.0195077657699585,0
21.056182861328125,17.323755264282227,1.038524866104126,17.323755264282227,1.0216342210769653,0
21.156166076660156,17.2410888671875,1.040618896484375,17.2410888671875,1.0238115787506104,0
21.236486434936523,17.240495681762695,1.0391037464141846,17.240495681762695,1.0258575677871704,0
21.31587791442871,17.297510147094727,1.0383366346359253,17.297510147094727,1.0278133153915405,0
21.396255493164062,17.40424346923828,1.0385468006134033,17.40424346923828,1.0297296047210693,0
21.49609375,17.48366928100586,1.0380821228027344,17.48366928100586,1.0315741300582886,0
21.576602935791016,17.48366928100586,1.037831425666809,17.48366928100586,1.0333590507507324,0
21.659141540527344,17.32910919189453,1.0368317365646362,17.32910919189453,1.0350492000579834,0
21.736722946166992,17.430927276611328,1.0352210998535156,17.430927276611328,1.036617398262024,0
21.837186813354492,17.35139274597168,1.034017562866211,17.35139274597168,1.038087010383606,0
21.91646957397461,17.36713218688965,1.0316581726074219,17.36713218688965,1.0394045114517212,0
21.997657775878906,17.530670166015625,1.0275413990020752,17.530670166015625,1.0404891967773438,0
22.076637268066406,17.489988327026367,1.0271364450454712,17.489988327026367,1.0415277481079102,0
22.176586151123047,17.489988327026367,1.025457501411438,17.489988327026367,1.0424598455429077,0
22.256349563598633,17.45581817626953,1.0230863094329834,17.45581817626953,1.0432554483413696,0
22.41474723815918,17.501699447631836,1.0199600458145142,17.501699447631836,1.0438822507858276,0
22.517282485961914,17.478538513183594,1.0184708833694458,17.478538513183594,1.0444236993789673,0
22.6160831451416,17.469327926635742,1.0176057815551758,17.469327926635742,1.0449119806289673,0
22.716474533081055,17.50780487060547,1.0155757665634155,17.50780487060547,1.0452933311462402,0
22.83642578125,17.512948989868164,1.0126992464065552,17.512948989868164,1.0455307960510254,0
22.93659782409668,17.50591468811035,1.0095082521438599,17.50591468811035,1.0456137657165527,0
23.057165145874023,17.59494400024414,1.0066224336624146,17.59494400024414,1.04556143283844,0
23.17678451538086,17.53359603881836,1.0067003965377808,17.53359603881836,1.0455169677734375,0
23.299318313598633,17.566240310668945,1.0053389072418213,17.566240310668945,1.0454126596450806,0
23.416030883789062,17.637269973754883,1.003365159034729,17.637269973754883,1.0452218055725098,0
23.516138076782227,17.52072525024414,1.0022482872009277,17.52072525024414,1.0449867248535156,0
23.63688087463379,17.59703254699707,1.0004690885543823,17.59703254699707,1.0446780920028687,0
23.756832122802734,17.586101531982422,1.0014288425445557,17.586101531982422,1.0444248914718628,0
23.87726402282715,17.6002140045166,1.0008080005645752,17.6002140045166,1.0441523790359497,0
23.99921417236328,17.503204345703125,1.0003737211227417,17.503204345703125,1.0438697338104248,0
24.118999481201172,17.662281036376953,1.003211498260498,17.662281036376953,1.0437273979187012,0
24.239086151123047,17.534347534179688,1.003104329109192,17.534347534179688,1.0435863733291626,0
24.340261459350586,17.537328720092773,1.0032601356506348,17.537328720092773,1.0434585809707642,0
24.46353530883789,17.664928436279297,1.0028560161590576,17.664928436279297,1.0433181524276733,0
