time2,time1,true_n,true_velocity,predicted_n,predicted_velocity,bounds_crossed
2023/04/21/09:36:47.647592,145.64547729492188,0.9516245126724244,6.63256311416626,0.9953099489212036,6.63256311416626,0
2023/04/21/09:36:47.843516,145.74574279785156,0.9696385860443116,6.649110794067383,0.995119571685791,6.649110794067383,0
2023/04/21/09:36:47.933924,145.84458923339844,0.9514020085334778,6.65134334564209,0.994771122932434,6.65134334564209,0
2023/04/21/09:36:48.037861,145.94342041015625,0.9611423015594482,6.657141208648682,0.9945093989372252,6.657141208648682,0
2023/04/21/09:36:48.045853,145.94342041015625,0.986255705356598,6.657141208648682,0.994467794895172,6.657141208648682,0
2023/04/21/09:36:48.144228,146.04837036132812,1.0045017004013062,6.650885105133057,0.9945852756500244,6.650885105133057,0
2023/04/21/09:36:48.247062,146.04837036132812,1.043789625167847,6.650885105133057,0.995043933391571,6.650885105133057,0
2023/04/21/09:36:48.247143,146.1503448486328,1.0723339319229126,6.664219379425049,0.9957485198974608,6.664219379425049,0
2023/04/21/09:36:48.341074,146.24691772460938,1.0766927003860474,6.6832451820373535,0.996487319469452,6.6832451820373535,0
2023/04/21/09:36:48.535661,146.3509521484375,1.0407042503356934,6.693022727966309,0.9969096779823304,6.693022727966309,0
2023/04/21/09:36:48.541172,146.4464111328125,1.0259487628936768,6.6956939697265625,0.9972017407417296,6.6956939697265625,0
2023/04/21/09:36:48.643565,146.54818725585938,1.0408343076705933,6.693007946014404,0.997621476650238,6.693007946014404,0
2023/04/21/09:36:48.647362,146.64520263671875,1.0455517768859863,6.685492515563965,0.9980799555778505,6.685492515563965,0
2023/04/21/09:36:48.845672,146.7451934814453,1.0032366514205933,6.677780628204346,0.998169243335724,6.677780628204346,0
2023/04/21/09:36:48.845882,146.7451934814453,0.9644348621368408,6.677780628204346,0.9979219436645508,6.677780628204346,0
2023/04/21/09:36:48.941434,146.84695434570312,0.9362436532974244,6.661637783050537,0.9974318146705629,6.661637783050537,0
2023/04/21/09:36:49.037958,146.94557189941406,0.932111918926239,6.647916793823242,0.99690842628479,6.647916793823242,0
2023/04/21/09:36:49.140495,147.0463104248047,0.9526256918907166,6.614455223083496,0.9965651035308838,6.614455223083496,0
2023/04/21/09:36:49.140570,147.0463104248047,0.9567617177963256,6.614455223083496,0.996259331703186,6.614455223083496,0
2023/04/21/09:36:49.642511,147.24383544921875,0.9597667455673218,6.588335990905762,0.9959810972213744,6.588335990905762,0
2023/04/21/09:36:49.642536,147.43878173828125,0.959406077861786,6.547084808349609,0.9957011342048644,6.547084808349609,0
2023/04/21/09:36:52.244179,147.7439422607422,1.0035982131958008,6.492936611175537,0.9958040118217468,6.492936611175537,0
2023/04/21/09:36:52.244218,147.84597778320312,1.0301411151885986,6.506323337554932,0.9961353540420532,6.506323337554932,0
2023/04/21/09:36:52.244241,147.9500274658203,1.0232630968093872,6.507541656494141,0.9964056611061096,6.507541656494141,0
2023/04/21/09:36:52.244263,148.14857482910156,1.0009217262268066,6.495666980743408,0.9964821338653564,6.495666980743408,0
2023/04/21/09:36:52.244525,148.4398651123047,0.9227885007858276,6.449880123138428,0.9958852529525756,6.449880123138428,0
2023/04/21/09:36:52.434125,148.6470947265625,0.9131721258163452,6.391858577728272,0.9952086806297302,6.391858577728272,0
2023/04/21/09:36:52.434374,148.8472137451172,0.9070777893066406,6.37740421295166,0.9944831728935242,6.37740421295166,0
2023/04/21/09:36:52.436274,149.04270935058594,0.8672146201133728,6.360297679901123,0.9934185743331908,6.360297679901123,0
2023/04/21/09:36:52.438750,149.1477508544922,0.9675928950309752,6.383558750152588,0.9932220578193665,6.383558750152588,0
2023/04/21/09:36:52.438779,149.548583984375,1.0103726387023926,6.40040922164917,0.9933939576148988,6.40040922164917,0
2023/04/21/09:36:52.439820,150.34205627441406,1.039051532745361,6.484547138214111,0.9938111901283264,6.484547138214111,0
2023/04/21/09:36:54.637874,150.54534912109375,1.0788449048995972,6.489405632019043,0.9945676922798156,6.489405632019043,0
2023/04/21/09:36:54.637899,150.94635009765625,1.0760804414749146,6.492071628570557,0.9952966570854188,6.492071628570557,0
2023/04/21/09:36:54.637959,151.1483154296875,1.0114457607269287,6.483417510986328,0.9954679608345032,6.483417510986328,0
2023/04/21/09:36:54.640538,151.54693603515625,1.0147466659545898,6.471599102020264,0.9956667423248292,6.471599102020264,0
2023/04/21/09:36:54.641985,151.93994140625,1.01060152053833,6.471599102020264,0.9958289265632628,6.471599102020264,0
2023/04/21/09:36:54.642107,151.93994140625,1.0241817235946655,6.613194942474365,0.9961065649986268,6.613194942474365,0
2023/04/21/09:36:55.534384,152.34019470214844,1.0832921266555786,6.764222621917725,0.996888279914856,6.764222621917725,0
2023/04/21/09:36:55.534405,152.9500732421875,1.1262383460998535,7.656556129455566,0.9980331063270568,7.656556129455566,0
2023/04/21/09:36:55.534766,152.9500732421875,1.0862646102905271,7.656556129455566,0.9988306164741516,7.656556129455566,0
2023/04/21/09:36:56.038000,153.4431610107422,1.0572218894958496,7.656556129455566,0.9993760585784912,7.656556129455566,0
2023/04/21/09:36:56.038140,153.93975830078125,1.035452365875244,9.001781463623047,0.9997329711914062,9.001781463623047,0
2023/04/21/09:36:56.143752,154.0384063720703,1.0020357370376587,9.001781463623047,0.999803066253662,9.001781463623047,0
2023/04/21/09:36:56.143823,154.0384063720703,1.0013058185577393,9.001781463623047,0.9998664855957032,9.001781463623047,0
2023/04/21/09:36:56.347792,154.0384063720703,1.0007754564285278,10.373379707336426,0.999925136566162,10.373379707336426,0
2023/04/21/09:36:56.537051,154.34518432617188,1.0003901720046997,11.348851203918455,0.999980092048645,11.348851203918455,0
2023/04/21/09:36:56.537287,154.34518432617188,0.9781095385551452,11.348851203918455,0.9998451471328736,11.348851203918455,0
2023/04/21/09:36:56.742703,154.54104614257812,0.961921751499176,11.826353073120115,0.9995731711387634,11.826353073120115,0
2023/04/21/09:36:56.941942,154.84107971191406,1.024726629257202,12.014873504638672,0.999836564064026,12.014873504638672,0
2023/04/21/09:36:56.947024,154.94235229492188,1.052281141281128,12.014873504638672,1.0003327131271362,12.014873504638672,0
2023/04/21/09:36:57.843394,155.34982299804688,1.0093979835510254,12.128457069396973,1.0004620552062988,12.128457069396973,0
2023/04/21/09:36:57.843405,155.54037475585938,1.0290638208389282,12.151167869567873,1.0007576942443848,12.151167869567873,0
2023/04/21/09:36:58.142571,155.83865356445312,1.021339774131775,12.17621898651123,1.0009863376617432,12.17621898651123,0
2023/04/21/09:36:58.142585,155.8474884033203,1.039436101913452,12.167308807373049,1.001367211341858,12.167308807373049,0
2023/04/21/09:36:58.344477,156.04998779296875,1.0525838136672974,12.165721893310549,1.0018576383590698,12.165721893310549,0
2023/04/21/09:36:58.344494,156.23988342285156,1.0286517143249512,12.165721893310549,1.0021427869796753,12.165721893310549,0
2023/04/21/09:36:58.939408,156.44078063964844,1.0396230220794678,12.126099586486816,1.0025193691253662,12.126099586486816,0
2023/04/21/09:36:58.939446,156.6473388671875,1.0320963859558103,12.113707542419434,1.0028302669525146,12.113707542419434,0
2023/04/21/09:36:59.041488,156.6473388671875,1.0693297386169434,12.09499454498291,1.003454566001892,12.09499454498291,0
2023/04/21/09:36:59.140031,157.04722595214844,1.0963813066482544,12.09499454498291,1.00430428981781,12.09499454498291,0
2023/04/21/09:36:59.540713,157.04722595214844,1.0219948291778564,12.036641120910645,1.0045212507247925,12.036641120910645,0
2023/04/21/09:36:59.642379,157.54090881347656,0.9679498672485352,11.901412963867188,1.0042808055877686,11.901412963867188,0
2023/04/21/09:36:59.938123,157.7456817626953,0.9849873781204224,11.901412963867188,1.0041851997375488,11.901412963867188,0
2023/04/21/09:37:00.034120,157.8433837890625,1.0077790021896362,11.901412963867188,1.0042823553085327,11.901412963867188,0
2023/04/21/09:37:00.235667,157.8433837890625,0.9946767687797546,11.499895095825195,1.0042685270309448,11.499895095825195,0
2023/04/21/09:37:00.335871,157.8433837890625,0.9851574301719666,11.499895095825195,1.0041744709014893,11.499895095825195,0
2023/04/21/09:37:00.337607,158.2439727783203,0.9782412648200988,11.499895095825195,1.0040225982666016,11.499895095825195,0
2023/04/21/09:37:00.634628,158.2439727783203,1.0344452857971191,11.499895095825195,1.0043445825576782,11.499895095825195,0
2023/04/21/09:37:00.834663,158.2439727783203,1.075279951095581,11.187355041503906,1.005008339881897,11.187355041503906,0
2023/04/21/09:37:00.942526,158.7455291748047,1.1049480438232422,11.154242515563965,1.005918264389038,11.154242515563965,0
2023/04/21/09:37:03.939959,159.141357421875,1.045536994934082,11.173566818237305,1.006324291229248,11.173566818237305,0
2023/04/21/09:37:03.940113,159.44558715820312,1.0404958724975586,11.084155082702637,1.0066858530044556,11.084155082702637,0
2023/04/21/09:37:03.940461,159.94154357910156,1.069684982299805,11.00605297088623,1.0072907209396362,11.00605297088623,0
2023/04/21/09:37:03.940490,160.24432373046875,1.0701003074645996,10.529056549072266,1.0078959465026855,10.529056549072266,0
2023/04/21/09:37:03.940627,160.44277954101562,1.0813690423965454,10.510327339172363,1.0085924863815308,10.510327339172363,0
2023/04/21/09:37:03.940868,160.83999633789062,1.0025997161865234,10.532259941101074,1.0086253881454468,10.532259941101074,0
2023/04/21/09:37:03.941020,161.1442413330078,1.011668682098389,10.58920192718506,1.0087339878082275,10.58920192718506,0
2023/04/21/09:37:03.941052,161.54771423339844,1.0740702152252195,10.635104179382324,1.0093644857406616,10.635104179382324,0
2023/04/21/09:37:10.236298,161.54771423339844,1.1194077730178833,10.635104179382324,1.010371208190918,10.635104179382324,0
2023/04/21/09:37:10.236308,162.14955139160156,1.1523473262786863,10.596147537231444,1.011648416519165,10.596147537231444,0
2023/04/21/09:37:10.236322,162.4522247314453,1.1062264442443848,10.589798927307127,1.0125335454940796,10.589798927307127,0
2023/04/21/09:37:10.236413,162.74581909179688,1.115957498550415,10.640579223632812,1.0134955644607544,10.640579223632812,0
2023/04/21/09:37:10.236424,163.04751586914062,1.0907868146896362,10.668431282043455,1.0142425298690796,10.668431282043455,0
2023/04/21/09:37:10.236441,163.34136962890625,1.0353318452835083,10.720603942871094,1.0145227909088137,10.720603942871094,0
2023/04/21/09:37:10.236474,163.63966369628906,1.0268683433532717,10.739163398742676,1.0147309303283691,10.739163398742676,0
2023/04/21/09:37:10.236485,163.84934997558594,1.0163313150405884,10.82909107208252,1.01485013961792,10.82909107208252,0
